User,Location,Tweet,Num of Friend,Num of Followers,Total Tweets by user,Account Created at,Tweet Created at,Num of Retweet,hashtags in the tweet
rooneygrl,The Planet Earth,Check out BIDEN/HARRIS 2020's video! #TikTok #MidasTouch #VoteBlue #BidenHarris2020 #TrumpVirus #TyphoidTrump… https://t.co/aJd0u77OnM,948,61,5974,9/17/2010 23:22,10/25/2020 16:52,0,"[{'text': 'TikTok', 'indices': [37, 44]}, {'text': 'MidasTouch', 'indices': [45, 56]}, {'text': 'VoteBlue', 'indices': [57, 66]}, {'text': 'BidenHarris2020', 'indices': [67, 83]}, {'text': 'TrumpVirus', 'indices': [84, 95]}, {'text': 'TyphoidTrump', 'indices': [96, 109]}]"
bnuckols," Traveling (Well, Covid)",@ChrissieKeffler @GOP Ridiculous!! what am I missing? Why appropriate any responsibility or connection with… https://t.co/myITlTE3qJ,1663,1504,27089,4/12/2009 14:02,10/25/2020 16:51,0,[]
BigHeadTales,"Leftywood, Fascist America",#Republican #WhiteSupremacist #NYPD thugs engaging in voter intimidation and voter repression. They’re nothing bu… https://t.co/sTBE2xmQOK,599,467,80393,2/9/2010 19:47,10/25/2020 16:49,0,"[{'text': 'Republican', 'indices': [0, 11]}, {'text': 'WhiteSupremacist', 'indices': [12, 29]}, {'text': 'NYPD', 'indices': [30, 35]}]"
LaurenRochefort,"Beverly Hills/Paris, France","Mom, 2 sisters Voted #RBlangiardi #Oahu #Republican Dang Democrats ruined the Waikiki International Marketplace Aut… https://t.co/UHADQfzR5k",810,750,2602,3/24/2009 23:07,10/25/2020 16:49,0,"[{'text': 'RBlangiardi', 'indices': [21, 33]}, {'text': 'Oahu', 'indices': [34, 39]}, {'text': 'Republican', 'indices': [40, 51]}]"
PassionatObsrvr,Canada,@Kyrith_Ishmael @war_lies @mikejohnson65 @AmirAminiMD #Biden admitted on the debate the crime bill was flat out wro… https://t.co/m9QkSFr2Sg,256,151,20959,5/15/2013 19:38,10/25/2020 16:46,0,"[{'text': 'Biden', 'indices': [54, 60]}]"
MattJudkin,"Las Vegas, NV ",Unreal. No one gives a crap is what is even worse: neither @realDonaldTrump or @JoeBiden give a crap. #Republican… https://t.co/6yPbDrFg6z,150,162,6734,10/21/2011 14:22,10/25/2020 16:40,0,"[{'text': 'Republican', 'indices': [102, 113]}]"
SNTweet83,,"The American people deserve answer on Hunter Biden corruption. Biden Laptop Matters!!!

#MAGA #Trump2020 #Trump… https://t.co/kqgTD5nivX",17,0,218,9/14/2020 4:48,10/25/2020 16:39,2,"[{'text': 'MAGA', 'indices': [88, 93]}, {'text': 'Trump2020', 'indices': [94, 104]}, {'text': 'Trump', 'indices': [105, 111]}]"
andThisAndThat,Mother Earth,#DonaldTrump #PutinsPuppet is using #Republican #Americans to wipe each other out. #COVID19 #coronavirus… https://t.co/gPEk83YIoa,6293,6167,149521,11/14/2011 5:49,10/25/2020 16:38,0,"[{'text': 'DonaldTrump', 'indices': [0, 12]}, {'text': 'PutinsPuppet', 'indices': [13, 26]}, {'text': 'Republican', 'indices': [36, 47]}, {'text': 'Americans', 'indices': [48, 58]}, {'text': 'COVID19', 'indices': [83, 91]}, {'text': 'coronavirus', 'indices': [92, 104]}]"
FORB1DDEN4ZER03,,"@JoeBiden I just do NOT care anymore, Sir. It iz what it iz. But I am NOT obligated to like or talk to ANY… https://t.co/8VE20WEsDt",210,16,1122,10/2/2020 23:20,10/25/2020 16:37,0,[]
3jsenior,"Blackwood, NJ","@MMPTNJ7606 @RedWaveRising9 @Chris11962 @realDonaldTrump Not sure there will be another, but follow @winslownjgop1… https://t.co/J9x4EWsMiw",2382,789,11349,10/14/2015 0:32,10/25/2020 16:36,1,[]
AdamKVincent,,"@CBSNews Make ours public!

We voted #BidenHarrisLandslide2020 

Our #Republican friends are voting blue, too!  

T… https://t.co/NpzAoVXj6N",114,17,2469,11/30/2014 17:53,10/25/2020 16:29,0,"[{'text': 'BidenHarrisLandslide2020', 'indices': [37, 62]}, {'text': 'Republican', 'indices': [69, 80]}]"
LowellCouncilor,"Lowell, Massachusetts",If @BarackObama IS CAMPAIGNING FOR @JoeBiden #Philadelphia &amp; #MIAMI? And Doesn’t mentions #GUNVIOLENCE? THEN IT’S T… https://t.co/uQrHhGhKpf,5000,692,21771,5/29/2013 18:40,10/25/2020 16:26,0,"[{'text': 'Philadelphia', 'indices': [45, 58]}, {'text': 'MIAMI', 'indices': [65, 71]}, {'text': 'GUNVIOLENCE', 'indices': [94, 106]}]"
nyctaxicabtales,New York City ,"@nyctaxicabtales
Chick #Republican #Strategist Said: @GOP is Already Seeking #Candidates Against #VP @KamalaHarris… https://t.co/xalrFZXQeO",8308,9013,43535,4/2/2012 2:02,10/25/2020 16:26,0,"[{'text': 'Republican', 'indices': [23, 34]}, {'text': 'Strategist', 'indices': [35, 46]}, {'text': 'Candidates', 'indices': [77, 88]}, {'text': 'VP', 'indices': [97, 100]}]"
pauldibartolo,,"What I've learned from #politics:

If a #Republican says something... it is debatable and most probably false.
If a… https://t.co/mktY5BVFAS",842,889,29345,1/9/2012 23:47,10/25/2020 16:25,0,"[{'text': 'politics', 'indices': [23, 32]}, {'text': 'Republican', 'indices': [40, 51]}]"
suviCurious,Delhi,#Borat2 ain’t as funny as the last #Borat but it does talk about the stupidity that is a lot of #republican @GOP su… https://t.co/mnRlEIZbdk,251,241,4130,12/11/2011 0:25,10/25/2020 16:23,0,"[{'text': 'Borat2', 'indices': [0, 7]}, {'text': 'Borat', 'indices': [35, 41]}, {'text': 'republican', 'indices': [96, 107]}]"
kacummings,United States,"Thank you, President #Trump and the #Republican #GOP #senators who will vote for #ACB Amy Coney Barrett as the newe… https://t.co/hUjinoMc5F",4995,2616,14517,4/5/2009 13:58,10/25/2020 16:21,0,"[{'text': 'Trump', 'indices': [21, 27]}, {'text': 'Republican', 'indices': [36, 47]}, {'text': 'GOP', 'indices': [48, 52]}, {'text': 'senators', 'indices': [53, 62]}, {'text': 'ACB', 'indices': [81, 85]}]"
paulinepark,New York,"""#BarackObama shitting on #socialism shouldn't surprise anyone. He once bragged he'd be considered a #Republican in… https://t.co/gCqCMTECVc",1797,2023,38446,5/17/2009 19:17,10/25/2020 16:19,0,"[{'text': 'BarackObama', 'indices': [1, 13]}, {'text': 'socialism', 'indices': [26, 36]}, {'text': 'Republican', 'indices': [101, 112]}]"
sharpe_way,,"This is a very good point.

#SharpeWay #LarrySharpe #libertarian #liberty #democrat #republican #Election2020… https://t.co/uoOveh26Mv",1173,3951,7801,6/19/2019 21:49,10/25/2020 16:19,20,"[{'text': 'SharpeWay', 'indices': [28, 38]}, {'text': 'LarrySharpe', 'indices': [39, 51]}, {'text': 'libertarian', 'indices': [52, 64]}, {'text': 'liberty', 'indices': [65, 73]}, {'text': 'democrat', 'indices': [74, 83]}, {'text': 'republican', 'indices': [84, 95]}, {'text': 'Election2020', 'indices': [96, 109]}]"
imaflosser,,"The #Corruption of The #Republican Party.

#VoteBlue2020
#VoteBlueDownTheBallot 

#Vote Let No Excuse Get In The Way https://t.co/AgwwoD2pA1",5367,5004,25658,10/18/2011 2:42,10/25/2020 16:16,1,"[{'text': 'Corruption', 'indices': [4, 15]}, {'text': 'Republican', 'indices': [23, 34]}, {'text': 'VoteBlue2020', 'indices': [43, 56]}, {'text': 'VoteBlueDownTheBallot', 'indices': [57, 79]}, {'text': 'Vote', 'indices': [82, 87]}]"
BigHeadTales,"Leftywood, Fascist America",How can @Dude4Liberty be saying the nuns promoting Trump at his Führer Rally are being “doxed”? The nuns proudly wo… https://t.co/SQDf5m3Yoj,599,467,80393,2/9/2010 19:47,10/25/2020 16:16,0,[]
DanBene28850342,,"Vote for peace and decency, vote against violence, xenophobia, racism and misandry - this time around vote #Republican",7,0,1,10/6/2020 21:53,10/25/2020 16:15,0,"[{'text': 'Republican', 'indices': [107, 118]}]"
gwpro,"Riga, Latvia",Either #government is broken or it was rigged this way.  #politics #partisan #democrat #republican #policy… https://t.co/ED85WL7Nwa,6606,8376,27139,10/20/2009 19:03,10/25/2020 16:15,0,"[{'text': 'government', 'indices': [7, 18]}, {'text': 'politics', 'indices': [57, 66]}, {'text': 'partisan', 'indices': [67, 76]}, {'text': 'democrat', 'indices': [77, 86]}, {'text': 'republican', 'indices': [87, 98]}, {'text': 'policy', 'indices': [99, 106]}]"
SuckerBetsFTW,"Queens, NY","@NYCPDDEA If current conditions are taking such a ""toll"" on your #union members perhaps you should get some persona… https://t.co/hb4qOjAmun",190,118,3437,5/23/2009 4:39,10/25/2020 16:10,1,"[{'text': 'union', 'indices': [65, 71]}]"
SkippyIsNuts,,@VoteEarlyNow @RepMattGaetz @realDonaldTrump Don't forget the #Republican Senate that has kept #Trump in office and… https://t.co/f47xoQp3n9,2173,456,9335,2/2/2020 16:44,10/25/2020 16:10,0,"[{'text': 'Republican', 'indices': [62, 73]}, {'text': 'Trump', 'indices': [95, 101]}]"
Peggysfirst,,"Let's face it, thinning the herd #HerdImmunity is the #Republican plan 
#HerdImmunityIsMassMurder",991,1190,26411,12/5/2013 19:17,10/25/2020 16:08,0,"[{'text': 'HerdImmunity', 'indices': [33, 46]}, {'text': 'Republican', 'indices': [54, 65]}, {'text': 'HerdImmunityIsMassMurder', 'indices': [72, 97]}]"
PictureArchitek,"Maryland, USA","@Corey479 As a #Liberal #Conservative, I can only agree with you on one thing. God is not a #Republican.",119,64,6025,1/26/2017 22:57,10/25/2020 16:06,0,"[{'text': 'Liberal', 'indices': [15, 23]}, {'text': 'Conservative', 'indices': [24, 37]}, {'text': 'Republican', 'indices': [92, 103]}]"
mucurapord,Washington DC,"To my #Conservative #Republican “friends” who don’t like my #Democrat point of views, and call it #RadicalLiberal ,… https://t.co/NuPttFmqcV",98,102,10519,3/30/2009 10:46,10/25/2020 16:05,0,"[{'text': 'Conservative', 'indices': [6, 19]}, {'text': 'Republican', 'indices': [20, 31]}, {'text': 'Democrat', 'indices': [60, 69]}, {'text': 'RadicalLiberal', 'indices': [98, 113]}]"
PCadfael,,"#Republican Politicians are such Terrible people 
#SundayThoughts  #Christains https://t.co/2iVdEmmMfy",3914,3528,91646,7/25/2017 22:59,10/25/2020 16:01,0,"[{'text': 'Republican', 'indices': [0, 11]}, {'text': 'SundayThoughts', 'indices': [50, 65]}, {'text': 'Christains', 'indices': [67, 78]}]"
RealNoraC,Kentucky,@EllenLWeintraub @GovMikeHuckabee Well #VoterFraud IS the #GOP #Republican way! Whenever they start crying… https://t.co/5TYvc3rLZj,17243,17185,205676,11/19/2017 18:30,10/25/2020 16:01,6,"[{'text': 'VoterFraud', 'indices': [39, 50]}, {'text': 'GOP', 'indices': [58, 62]}, {'text': 'Republican', 'indices': [63, 74]}]"
3rdoptionparty,"San Diego, CA",Howdy #Delaware you have voted #Republican or #Democrat for nearly 250 years. How is that going? Making things bett… https://t.co/2Y7OVb3VVu,262,9,1164,8/3/2019 4:42,10/25/2020 16:00,0,"[{'text': 'Delaware', 'indices': [6, 15]}, {'text': 'Republican', 'indices': [31, 42]}, {'text': 'Democrat', 'indices': [46, 55]}]"
BlackCovid_19,,"A VOTE FOR FREEDOM  IS  A VOTE FOR LIFE!

Visit our website for more Information
https://t.co/tIwzmh3YZV
.
.
.… https://t.co/EJjEanon0o",0,3,144,5/4/2020 20:02,10/25/2020 16:00,0,[]
SfjFamily,,People are so civically UNAWARE.. CONGRESS has to approve shit.. and that shit turtle #MitchMcConnell has been out… https://t.co/vkmoOKhzkI,131,35,637,10/1/2020 16:45,10/25/2020 16:00,0,"[{'text': 'MitchMcConnell', 'indices': [86, 101]}]"
RealSouthwest,Arizona,Staunchly #Republican newspaper #Manchester #NewHampshire @UnionLeader has endorsed #JoeBiden https://t.co/UGT7sW6ydp,470,263,9433,5/1/2009 6:50,10/25/2020 15:58,0,"[{'text': 'Republican', 'indices': [10, 21]}, {'text': 'Manchester', 'indices': [32, 43]}, {'text': 'NewHampshire', 'indices': [44, 57]}, {'text': 'JoeBiden', 'indices': [84, 93]}]"
john_hiemstra,"Sarasota, FL",🤣🤣🤣 more@#Republican crisis actors. #VoteBlue https://t.co/cY2V58Sa9e,2622,1634,19406,12/28/2008 23:52,10/25/2020 15:57,0,"[{'text': 'Republican', 'indices': [9, 20]}, {'text': 'VoteBlue', 'indices': [36, 45]}]"
KMckrackin,"Las Vegas, NV",Democrats are working to up their control of Nevada's Legislature to give them the two-thirds majority needed to pa… https://t.co/mBEwhlpEkC,1290,561,20204,10/31/2018 15:22,10/25/2020 15:57,0,[]
fictionorfact61,,@realDonaldTrump You and your enabling @GOP created this mess. I did #VoteBlueToSaveAmerica2020 and we will hold th… https://t.co/fpqRwcxOSa,4993,2535,22898,8/30/2016 20:23,10/25/2020 15:54,0,"[{'text': 'VoteBlueToSaveAmerica2020', 'indices': [69, 95]}]"
Dorightdee,Georgia,@RepMattGaetz @realDonaldTrump With a Republican Congress. If they weren't #Republican he would have been removed f… https://t.co/JkmNZVjRoJ,92,50,1251,6/7/2011 2:24,10/25/2020 15:51,0,"[{'text': 'Republican', 'indices': [75, 86]}]"
Hotpage_News,United States,Pelosi dismisses talk of White House compromise on stimulus: They 'keep moving the goal post' - #Biden #Harris… https://t.co/JYvjZlnb5s,12972,25734,295320,3/12/2009 14:16,10/25/2020 15:49,0,"[{'text': 'Biden', 'indices': [96, 102]}, {'text': 'Harris', 'indices': [103, 110]}]"
Hotpage_News,United States,Christie 'surprised' Pence to campaign after aides test positive for COVID-19 - #Biden #Harris #Trump #Pence #GOP… https://t.co/RQZBKLdKaW,12972,25734,295320,3/12/2009 14:16,10/25/2020 15:49,0,"[{'text': 'Biden', 'indices': [80, 86]}, {'text': 'Harris', 'indices': [87, 94]}, {'text': 'Trump', 'indices': [95, 101]}, {'text': 'Pence', 'indices': [102, 108]}, {'text': 'GOP', 'indices': [109, 113]}]"
Hotpage_News,United States,Jake Tapper Confronts Mark Meadows Over Pence Holding Rallies Despite Staffers Testing Positive - #Biden #Harris… https://t.co/IM2ro93EvQ,12972,25734,295320,3/12/2009 14:16,10/25/2020 15:49,0,"[{'text': 'Biden', 'indices': [98, 104]}, {'text': 'Harris', 'indices': [105, 112]}]"
Hotpage_News,United States,White House Chief of Staff Mark Meadows: 'We're Not Going to Control the Pandemic' - #Biden #Harris #Trump #Pence… https://t.co/0vJH6Dozed,12972,25734,295320,3/12/2009 14:16,10/25/2020 15:49,0,"[{'text': 'Biden', 'indices': [85, 91]}, {'text': 'Harris', 'indices': [92, 99]}, {'text': 'Trump', 'indices': [100, 106]}, {'text': 'Pence', 'indices': [107, 113]}]"
Hotpage_News,United States,White House’s top ranks hit with new round of coronavirus cases - #Biden #Harris #Trump #Pence #GOP #Republican… https://t.co/l3dOdwHiYd,12972,25734,295320,3/12/2009 14:16,10/25/2020 15:49,0,"[{'text': 'Biden', 'indices': [66, 72]}, {'text': 'Harris', 'indices': [73, 80]}, {'text': 'Trump', 'indices': [81, 87]}, {'text': 'Pence', 'indices': [88, 94]}, {'text': 'GOP', 'indices': [95, 99]}, {'text': 'Republican', 'indices': [100, 111]}]"
Hotpage_News,United States,"Biden leads in Texas, poll indicates - #Biden #Harris #Trump #Pence #GOP #Republican #Democrat #Democrats #COVID19… https://t.co/RqnN10zUZo",12972,25734,295320,3/12/2009 14:16,10/25/2020 15:48,0,"[{'text': 'Biden', 'indices': [39, 45]}, {'text': 'Harris', 'indices': [46, 53]}, {'text': 'Trump', 'indices': [54, 60]}, {'text': 'Pence', 'indices': [61, 67]}, {'text': 'GOP', 'indices': [68, 72]}, {'text': 'Republican', 'indices': [73, 84]}, {'text': 'Democrat', 'indices': [85, 94]}, {'text': 'Democrats', 'indices': [95, 105]}, {'text': 'COVID19', 'indices': [106, 114]}]"
LewisJAJones,,"#Republican share of the vote in last 4 Presidential elections (and current prediction for this one):

2000 - 47.9%… https://t.co/wCSztffJtZ",541,39,90,2/9/2019 16:42,10/25/2020 15:47,0,"[{'text': 'Republican', 'indices': [0, 11]}]"
dautrefois,Earth,"@AliyyaSwaby They get what they voted for. On the other hand, next year there will be even less teachers either bec… https://t.co/9nWwsPIQNB",2648,1393,29720,6/20/2009 23:50,10/25/2020 15:45,0,[]
HewittNewton,,@OPCGhost Fred..there is no statesmanship. Can you imagine resurrecting the likes of William F Buckley to view this… https://t.co/ENusdk7b2G,4481,3817,53950,2/11/2010 2:01,10/25/2020 15:44,0,[]
HireGraham,"Washington, USA","@GOP @GOPChairwoman I made a new logo for you that feels a little bit more appropriate. What do you think?
#GOP… https://t.co/XXMxy7bAcd",202,56,588,2/16/2020 6:07,10/25/2020 15:44,1,"[{'text': 'GOP', 'indices': [107, 111]}]"
WePoll_TheGame,"Tucson, AZ","Which of the following is most responsible for messing up the #USA's response to #CoronaVirus?
A) #Republican offic… https://t.co/zk34e5EUJd",363,401,2299,10/10/2017 21:11,10/25/2020 15:42,2,"[{'text': 'USA', 'indices': [62, 66]}, {'text': 'CoronaVirus', 'indices': [81, 93]}, {'text': 'Republican', 'indices': [98, 109]}]"
DogLovinBear,Way way left of center,"Area #Republican who’s criticized @JBPritzker’ response to #COVID19 tests positive. 

https://t.co/BfcDCE4QZT",1365,599,25841,2/27/2014 3:01,10/25/2020 15:42,0,"[{'text': 'Republican', 'indices': [5, 16]}, {'text': 'COVID19', 'indices': [59, 67]}]"
AnfractuousOne,"East Midlands, United Kingdom",Watched #Borat2 ... seems to be a straight out attack on #Trump and the #Republican party.  Well deserved in my opi… https://t.co/e6VtCzzUJ5,761,411,5440,3/23/2011 0:04,10/25/2020 15:41,0,"[{'text': 'Borat2', 'indices': [8, 15]}, {'text': 'Trump', 'indices': [57, 63]}, {'text': 'Republican', 'indices': [72, 83]}]"
JBermPRGuy,"Connecticut, NY, NJ","@ShannonFreshour Dear #Ohio Voters, It doesn’t matter if you are a registered #Democrat or #Republican. You can do… https://t.co/fjdWHeazQy",235,155,346,4/1/2009 14:15,10/25/2020 15:39,2,"[{'text': 'Ohio', 'indices': [22, 27]}, {'text': 'Democrat', 'indices': [78, 87]}, {'text': 'Republican', 'indices': [91, 102]}]"
NorthwestMyth,,"#democrats #election #politics #resistance #protest #vote #trump #resist #maga #resisttrump #republican #america 
5… https://t.co/o97jeW4CFY",50,3,231,5/4/2018 12:21,10/25/2020 15:38,1,"[{'text': 'democrats', 'indices': [0, 10]}, {'text': 'election', 'indices': [11, 20]}, {'text': 'politics', 'indices': [21, 30]}, {'text': 'resistance', 'indices': [31, 42]}, {'text': 'protest', 'indices': [43, 51]}, {'text': 'vote', 'indices': [52, 57]}, {'text': 'trump', 'indices': [58, 64]}, {'text': 'resist', 'indices': [65, 72]}, {'text': 'maga', 'indices': [73, 78]}, {'text': 'resisttrump', 'indices': [79, 91]}, {'text': 'republican', 'indices': [92, 103]}, {'text': 'america', 'indices': [104, 112]}]"
noybsk2017,,Why is it not a HUGE concern@that the #Republican *President is detached from reality and LIES constant. https://t.co/kU4JphGeEi,977,2307,484011,10/17/2012 0:03,10/25/2020 15:37,0,"[{'text': 'Republican', 'indices': [38, 49]}]"
GodPunch2,Richmond Va.,"🖐 don’t be a chump, vote for #Trump 🇺🇸🇺🇸🗳
#TrumpTrain #Republican #AllLivesMatter #everythingmatters https://t.co/c9DLCfERud",83,61,394,9/21/2020 3:00,10/25/2020 15:36,1,"[{'text': 'Trump', 'indices': [29, 35]}, {'text': 'TrumpTrain', 'indices': [42, 53]}, {'text': 'Republican', 'indices': [54, 65]}, {'text': 'AllLivesMatter', 'indices': [66, 81]}, {'text': 'everythingmatters', 'indices': [82, 100]}]"
wyliecattoo,"Austin, TX",As #Republican lawmakers grow increasingly panicked that #trump will lose re-election — possibly damaging their for… https://t.co/p6hO79ALMY,198,14,3083,12/4/2008 3:32,10/25/2020 15:34,0,"[{'text': 'Republican', 'indices': [3, 14]}, {'text': 'trump', 'indices': [57, 63]}]"
dnwlkr,"Schaumburg, IL","@realDonaldTrump #Republican #republicans 
Sounds like Trumps pitch for Hydroxychloriquin. Trump didn’t take it whe… https://t.co/lycE04ejfT",11,216,7162,9/10/2013 22:41,10/25/2020 15:33,0,"[{'text': 'Republican', 'indices': [17, 28]}, {'text': 'republicans', 'indices': [29, 41]}]"
FLPublicAffairs,"Florida, USA","@Onix66403576 @LindaKay313 @CuomoPrimeTime @ChrisCuomo To say they’re blind, deaf and dumb implies they have no res… https://t.co/JsGrWg9Clb",1349,360,4739,5/18/2018 20:34,10/25/2020 15:32,0,[]
andThisAndThat,Mother Earth,"#Republican Mass Murder.
#COVID19 #coronavirus #pandemic 

#VoteJoeBiden #VoteBlue 

#DonaldTrump turned 15 #covid… https://t.co/hJwc9BcBdd",6293,6167,149521,11/14/2011 5:49,10/25/2020 15:28,0,"[{'text': 'Republican', 'indices': [0, 11]}, {'text': 'COVID19', 'indices': [25, 33]}, {'text': 'coronavirus', 'indices': [34, 46]}, {'text': 'pandemic', 'indices': [47, 56]}, {'text': 'VoteJoeBiden', 'indices': [59, 72]}, {'text': 'VoteBlue', 'indices': [73, 82]}, {'text': 'DonaldTrump', 'indices': [85, 97]}, {'text': 'covid', 'indices': [108, 114]}]"
dmdriesen,"Syracuse, New York","Over 200,000 dead, highest death rate in the world #Republican #trump2020 #COVID19 https://t.co/4qglsdZ2iK",223,309,2580,2/14/2014 22:47,10/25/2020 15:24,0,"[{'text': 'Republican', 'indices': [51, 62]}, {'text': 'trump2020', 'indices': [63, 73]}, {'text': 'COVID19', 'indices': [74, 82]}]"
Heartsaretrump1,,"WARNING! CLICK: https://t.co/eLEYGrckNQ

 #trump #maga #donaldtrump #usa #republican #america #covid #conservative… https://t.co/iHaZGZEINX",30,9,81,10/7/2020 22:17,10/25/2020 15:20,1,"[{'text': 'trump', 'indices': [42, 48]}, {'text': 'maga', 'indices': [49, 54]}, {'text': 'donaldtrump', 'indices': [55, 67]}, {'text': 'usa', 'indices': [68, 72]}, {'text': 'republican', 'indices': [73, 84]}, {'text': 'america', 'indices': [85, 93]}, {'text': 'covid', 'indices': [94, 100]}, {'text': 'conservative', 'indices': [101, 114]}]"
snicnik,"Salem, OR","You can be @GOP and not support @realDonaldTrump, in fact not supporting him makes you a better #Republican. He is not a #Republican.",492,137,5181,4/3/2009 15:42,10/25/2020 15:15,0,"[{'text': 'Republican', 'indices': [96, 107]}, {'text': 'Republican', 'indices': [121, 132]}]"
MissMyssie,"Rio Grande Valley, Texas",I knew I was not alone. #republican for #biden because it’s the right thing to do for #america https://t.co/oQtaH3r7jn,2953,1680,14173,3/21/2009 21:12,10/25/2020 15:15,0,"[{'text': 'republican', 'indices': [24, 35]}, {'text': 'biden', 'indices': [40, 46]}, {'text': 'america', 'indices': [86, 94]}]"
WomensPowerBook,UK,#Republican #Senate 1 book 150 subj insight site:Is Parliamentary system of #Democracy Ideal https://t.co/GLjIPaBeP5 https://t.co/C7HlGsQOs4,19397,29553,273308,7/3/2011 19:08,10/25/2020 15:15,0,"[{'text': 'Republican', 'indices': [0, 11]}, {'text': 'Senate', 'indices': [12, 19]}, {'text': 'Democracy', 'indices': [76, 86]}]"
BrianDude,,"At least 5 people in #Pence's orbit, including chief of staff Marc Short, are positive for coronavirus… https://t.co/582amSBLtS",2581,2448,6661,11/7/2007 8:09,10/25/2020 15:14,1,"[{'text': 'Pence', 'indices': [21, 27]}]"
PCadfael,,#Republicans keep trying to take away Pre Existing condition Protection.   #Republican Politicians want to ha\nd yo… https://t.co/QHl6UoPyhY,3914,3528,91646,7/25/2017 22:59,10/25/2020 15:04,1,"[{'text': 'Republicans', 'indices': [0, 12]}, {'text': 'Republican', 'indices': [75, 86]}]"
B1GTEN01,"New Jersey, USA","@ToshJann @DownunderDickee @Rasmussen_Poll It’s not real, the polls were wrong in 2016, and it enlightened us in a… https://t.co/686IDnnY3j",173,114,5865,7/13/2017 18:29,10/25/2020 15:04,0,[]
3rdoptionparty,"San Diego, CA",Hey #Connecticut you have voted #Republican or #Democrat for nearly 250 years. How is that going? Making things bet… https://t.co/TL2DlPEaaH,262,9,1164,8/3/2019 4:42,10/25/2020 15:00,0,"[{'text': 'Connecticut', 'indices': [4, 16]}, {'text': 'Republican', 'indices': [32, 43]}, {'text': 'Democrat', 'indices': [47, 56]}]"
detecti28108231,,@NGL97230373 @FBI @CIA @TheJusticeDept @SecPompeo @StateDept @WhiteHouse @USA_China_Talk @FremontPD @ScottMStedman… https://t.co/t4M7VfgUMx,62,167,4150,12/21/2019 14:02,10/25/2020 14:57,2,[]
PCadfael,,Even more #Republican CORRUPTION -  Why are #Republican Politicians NOT SCREAMING about al these CORRUPT acts being… https://t.co/tgBUta5ph5,3914,3528,91646,7/25/2017 22:59,10/25/2020 14:54,7,"[{'text': 'Republican', 'indices': [10, 21]}, {'text': 'Republican', 'indices': [44, 55]}]"
marylougeorge2,"Toronto,Ontario,Canada","Cowards! Lazy, self serving, callous cowards. #Trump #Republican Regime is guilty of the worst offences. Take them… https://t.co/RMakL3eevd",4694,5298,176122,5/14/2012 0:52,10/25/2020 14:49,1,"[{'text': 'Trump', 'indices': [46, 52]}, {'text': 'Republican', 'indices': [53, 64]}]"
bkroseberry,United States,@steamedhamms I was in 6th grade (in conservative Utah) &amp; our teacher asked us who we’d vote for if we were old eno… https://t.co/6JIaOkfGKg,347,230,10470,2/1/2010 19:36,10/25/2020 14:48,0,[]
SuckerBetsFTW,"Queens, NY","@NYCPBA_GC @NYCPBA If current conditions are taking such a ""toll"" on your #union members, #PatrickLynch, maybe you… https://t.co/mYhKihn4eb",190,118,3437,5/23/2009 4:39,10/25/2020 14:46,0,"[{'text': 'union', 'indices': [74, 80]}, {'text': 'PatrickLynch', 'indices': [90, 103]}]"
SuckerBetsFTW,"Queens, NY","@NYCPBA If current conditions are taking such a ""toll"" on your #union members, #PatrickLynch, maybe you should get… https://t.co/YveIBv8M5X",190,118,3437,5/23/2009 4:39,10/25/2020 14:46,0,"[{'text': 'union', 'indices': [63, 69]}, {'text': 'PatrickLynch', 'indices': [79, 92]}]"
renaitre8,"Yardley, PA","#VoteEarly #VoteBidenHarris #VoteBlueDownTheBallot #DemCastPA
Use the secure Dropboxes.or mail ballot NOW. Trump &amp;… https://t.co/9Q6mSW3hbo",1980,1897,78284,1/29/2017 20:14,10/25/2020 14:46,1,"[{'text': 'VoteEarly', 'indices': [0, 10]}, {'text': 'VoteBidenHarris', 'indices': [11, 27]}, {'text': 'VoteBlueDownTheBallot', 'indices': [28, 50]}, {'text': 'DemCastPA', 'indices': [51, 61]}]"
PCadfael,,Even the #Republican head of Protecting Americans from #COVID19  is so incompetent that his own staff are coming do… https://t.co/9xX7xfaxgU,3914,3528,91646,7/25/2017 22:59,10/25/2020 14:44,0,"[{'text': 'Republican', 'indices': [9, 20]}, {'text': 'COVID19', 'indices': [55, 63]}]"
libby829,"Connecticut, USA","Forget stocking up on paper towels and toilet tissue, we need to stock up on home heating fuel and car gas if… https://t.co/amDmNoI9xV",1633,909,14148,9/29/2012 21:06,10/25/2020 14:42,0,[]
Mike_Charles,"St Augustine, FL",Editorial: #Florida needs better leadership from #DeSantis on the coronavirus pandemic #GOP #Republican… https://t.co/5Ewm5QSbwD,1657,1284,21477,11/14/2008 14:42,10/25/2020 14:42,0,"[{'text': 'Florida', 'indices': [11, 19]}, {'text': 'DeSantis', 'indices': [49, 58]}, {'text': 'GOP', 'indices': [87, 91]}, {'text': 'Republican', 'indices': [92, 103]}]"
TheSpeedSnail,The Boona Tuna Can,"If #Republican relatives/friends are still #MAGA,dithering or indifferent, tell them it’s about math, not a politic… https://t.co/t40cDHW0x1",215,371,107704,12/5/2011 23:42,10/25/2020 14:42,0,"[{'text': 'Republican', 'indices': [3, 14]}, {'text': 'MAGA', 'indices': [43, 48]}]"
