User,Location,Tweet,Num of Friend,Num of Followers,Total Tweets by user,Account Created at,Tweet Created at,Num of Retweet,hashtags in the tweet
danowen777,,"Dear Jared, thank you for your arrogance, insensitivity and blatant racism. 

You're a peach!
#JaredKushner… https://t.co/GRl5AV11Tt",402,60,6605,11/22/2010 21:15,10/26/2020 18:02,0,"[{'text': 'JaredKushner', 'indices': [94, 107]}]"
Yolibeans,"Mill Valley, CA","@kody_elliott Me too! 
Apparently #Putin is accepted
By the all #Republican leadership.

And all the damage
He is b… https://t.co/jCE4uXl23y",11852,6311,50034,4/8/2009 0:00,10/26/2020 18:01,0,"[{'text': 'Putin', 'indices': [34, 40]}, {'text': 'Republican', 'indices': [64, 75]}]"
modern_treatise,,"While some may find entertainment in the road lead up to elections, for others it’s a fight for control of world go… https://t.co/tOUCXTSQUj",707,153,1133,4/5/2016 19:31,10/26/2020 18:01,0,[]
3rdoptionparty,"San Diego, CA",Howdy #Iowa U have voted #Republican or #Democrat for nearly 250 years. How is that going? Trying to make things be… https://t.co/ChRn8ZJ5Lf,262,9,1164,8/3/2019 4:42,10/26/2020 18:01,0,"[{'text': 'Iowa', 'indices': [6, 11]}, {'text': 'Republican', 'indices': [25, 36]}, {'text': 'Democrat', 'indices': [40, 49]}]"
PowerHouseNews_,United States,"Would you vote for her?

📸@donaldtrump_2020

#conservative #patriot #republican #powerhousenews #maga https://t.co/lTz1wcT78s",2873,542,892,7/16/2019 18:30,10/26/2020 18:01,0,"[{'text': 'conservative', 'indices': [45, 58]}, {'text': 'patriot', 'indices': [59, 67]}, {'text': 'republican', 'indices': [68, 79]}, {'text': 'powerhousenews', 'indices': [80, 95]}, {'text': 'maga', 'indices': [96, 101]}]"
TheCB_News,United,Did you know that Kamala Harris’ voting record in the Senate is even more liberal than that of Bernie Sanders’? Let… https://t.co/OGbAU7c3Ca,2796,636,914,7/16/2019 19:29,10/26/2020 18:00,1,[]
Opoyis,,The confirmation happening only a week before #USElection day gives #DonaldTrump an upper hand for the #Republican-… https://t.co/5S0hEVqC9Q,49,8960,9812,1/13/2019 18:33,10/26/2020 18:00,0,"[{'text': 'USElection', 'indices': [46, 57]}, {'text': 'DonaldTrump', 'indices': [68, 80]}, {'text': 'Republican', 'indices': [103, 114]}]"
realtalktruthD,"Missouri, USA",1. More than 40 #Republican #Senators declared that they would not advance a #SupremeCourt nomination in an electio… https://t.co/Uj02f1Jal0,4994,2699,42342,5/13/2014 13:42,10/26/2020 17:52,0,"[{'text': 'Republican', 'indices': [16, 27]}, {'text': 'Senators', 'indices': [28, 37]}, {'text': 'SupremeCourt', 'indices': [77, 90]}]"
ArkaciaVentures,"Campbell, CA","Remembrer: Republicans are dying, too.
https://t.co/WWArR9wXf6
@gop @dnc #republican #conservative #stupidty… https://t.co/7sUe2hWV4x",2312,460,3235,4/9/2008 18:05,10/26/2020 17:50,0,"[{'text': 'republican', 'indices': [73, 84]}, {'text': 'conservative', 'indices': [85, 98]}, {'text': 'stupidty', 'indices': [99, 108]}]"
CrazyRaiderRad,San Diego #LincolnPark,"Posted @withregram • @the.rickytaylor I wear my POLITICS on my sleeve.

#conservative #trump #maga #republican… https://t.co/4lCoFBCxJA",3392,7111,92892,2/17/2010 1:54,10/26/2020 17:50,0,"[{'text': 'conservative', 'indices': [72, 85]}, {'text': 'trump', 'indices': [86, 92]}, {'text': 'maga', 'indices': [93, 98]}, {'text': 'republican', 'indices': [99, 110]}]"
Mike_Charles,"St Augustine, FL","#Dow sinks nearly 900 points as virus cases surge, #stimulus hopes fade #SmartNews #COVID19 #Trump #GOP #Republican… https://t.co/fH2MzBV3h6",1657,1284,21477,11/14/2008 14:42,10/26/2020 17:49,1,"[{'text': 'Dow', 'indices': [0, 4]}, {'text': 'stimulus', 'indices': [51, 60]}, {'text': 'SmartNews', 'indices': [72, 82]}, {'text': 'COVID19', 'indices': [83, 91]}, {'text': 'Trump', 'indices': [92, 98]}, {'text': 'GOP', 'indices': [99, 103]}, {'text': 'Republican', 'indices': [104, 115]}]"
bit33dotio,,@Politics_Polls @NickSzabo4 @Rasmussen_Poll And we all know how the polls each time overestimate #Republican voters ....,426,23,1449,11/22/2018 12:35,10/26/2020 17:44,0,"[{'text': 'Republican', 'indices': [97, 108]}]"
MichaelJGolub,"Guerneville, CA","That 10 #Republican senators won’t discuss this publicly says everything about #TodaysGOP: Trump's waging a ""scorch… https://t.co/61hAn0N65r",6062,5808,53374,3/31/2011 23:36,10/26/2020 17:43,0,"[{'text': 'Republican', 'indices': [8, 19]}, {'text': 'TodaysGOP', 'indices': [79, 89]}]"
mhmsmcom,USA,"“Pay-to-Play” Joe Biden Says “N-ger” On Video, Biden’s Klan Buddy Byrd, Racist and Corrupt 
Behavior Explored, Pres… https://t.co/KhOtJfnRk2",725,591,1223,11/10/2009 3:46,10/26/2020 17:42,1,[]
KruZzn1,,"I don't care if U are Left or Right, #Democrat or #Republican. Can we just Stop making COVID19 about Pollical affil… https://t.co/CmnizjzYty",42,1,329,7/15/2020 20:06,10/26/2020 17:42,0,"[{'text': 'Democrat', 'indices': [37, 46]}, {'text': 'Republican', 'indices': [50, 61]}]"
TXLeadsEnergy,USA,One reason #solar can’t compete with real energy sources. Don’t trust our #energy future to liars like the #Texas D… https://t.co/gBkzC8BKvl,189,74,880,12/14/2012 23:33,10/26/2020 17:39,0,"[{'text': 'solar', 'indices': [11, 17]}, {'text': 'energy', 'indices': [74, 81]}, {'text': 'Texas', 'indices': [107, 113]}]"
TsangVincen,香港,"Donald J. Trump @realDonaldTrump ❤🤟The Superhero who reorganized the messy world. 
Grateful to the #republican part… https://t.co/XuSQdnbBvK",19,0,8,10/19/2020 10:36,10/26/2020 17:38,1,"[{'text': 'republican', 'indices': [99, 110]}]"
BigHeadTales,"Leftywood, Fascist America","@RoArquette @johncusack This is the #Republican closing argument a week before Election Day? 

'The blacks need to… https://t.co/w9WTxM2yzF",599,466,80393,2/9/2010 19:47,10/26/2020 17:38,0,"[{'text': 'Republican', 'indices': [36, 47]}]"
SheepDogTruth,,"I don't always drink liberal tears, but when I do, they are always snowflake cold!!

👩‍🏫👨‍⚖️👩‍🚒👮👩‍🏭👷‍♀️

#Trump2020… https://t.co/CW24pti3g5",894,143,31,3/12/2020 21:24,10/26/2020 17:37,0,"[{'text': 'Trump2020', 'indices': [105, 115]}]"
Vet_Lib_canuck,Canada,"@amandacarpenter Good grief

Sorry america

But @ProjectLincoln snowed u badly

Enjoy #AmyConeyBarrett while the di… https://t.co/MfH2AvWBU9",7832,7368,42563,12/15/2016 13:09,10/26/2020 17:33,0,"[{'text': 'AmyConeyBarrett', 'indices': [86, 102]}]"
Hotpage_News,United States,Trump’s promise to save Carrier jobs from moving out of the country was a big bust - #Biden #Harris #Trump #Pence… https://t.co/Z7njr02ILP,12972,25734,295320,3/12/2009 14:16,10/26/2020 17:29,1,"[{'text': 'Biden', 'indices': [85, 91]}, {'text': 'Harris', 'indices': [92, 99]}, {'text': 'Trump', 'indices': [100, 106]}, {'text': 'Pence', 'indices': [107, 113]}]"
BigHeadTales,"Leftywood, Fascist America","@gtconway3d Country over Party!

But what changed? Trump is terrible, sure, but so was Dubya. 

Trump didn't change… https://t.co/BNmanEW2ub",599,466,80393,2/9/2010 19:47,10/26/2020 17:29,0,[]
AmericanLadz,"Indiana, USA",Vote #Republican for stimulus checks! https://t.co/VzWj4bLjfd,995,3288,1776,3/25/2020 23:01,10/26/2020 17:29,1,"[{'text': 'Republican', 'indices': [5, 16]}]"
George36979293,,"If you are a #Republican who still supports Trump today, fuck you. America HATES you and your racist, xenophobic, m… https://t.co/l8iiNFHSxt",171,7,1068,9/10/2020 18:39,10/26/2020 17:22,0,"[{'text': 'Republican', 'indices': [13, 24]}]"
TeddyB_NYGiants,,#MAGA #MAGA2020LandslideVictory #MAGA2020Landslide #KAG #KAG2020 #KAG2020LandslideVictory #RedWave… https://t.co/9g7rg5jt9Q,19930,20469,11730,2/15/2019 14:52,10/26/2020 17:22,0,"[{'text': 'MAGA', 'indices': [0, 5]}, {'text': 'MAGA2020LandslideVictory', 'indices': [6, 31]}, {'text': 'MAGA2020Landslide', 'indices': [32, 50]}, {'text': 'KAG', 'indices': [51, 55]}, {'text': 'KAG2020', 'indices': [56, 64]}, {'text': 'KAG2020LandslideVictory', 'indices': [65, 89]}, {'text': 'RedWave', 'indices': [90, 98]}]"
JLightbearer,United States,"@DonaldJTrumpJr NOW is the TIME to END the
#Republican Regime of CHAOS

✍ Write Us In TODAY -Nov 3rd
To UNSEAT… https://t.co/W7xlKCEZoK",419,101,5952,12/1/2016 14:03,10/26/2020 17:18,0,"[{'text': 'Republican', 'indices': [43, 54]}]"
DolphyCane,Los Angeles,@realDonaldTrump It's such a shame that our great country has succumbed to the radical agenda of #DonaldTrump. He h… https://t.co/9R2OU63V5i,385,122,953,8/16/2013 22:02,10/26/2020 17:14,0,"[{'text': 'DonaldTrump', 'indices': [97, 109]}]"
IgnatiusJToole,USA,@Stonekettle I call them the #Republican base,438,102,10954,4/15/2011 15:52,10/26/2020 17:14,0,"[{'text': 'Republican', 'indices': [29, 40]}]"
jhburgess98,,@EricTrump The media didn't get worse - the #Trump crime spree did.  All the media did was report the corruption an… https://t.co/EDI8XYWP0y,12201,12548,41798,10/9/2009 23:38,10/26/2020 17:12,0,"[{'text': 'Trump', 'indices': [44, 50]}]"
AlexSBurton,"Vancouver, British Columbia",The shamless hypocracy of the #Republican Senetors who refused to vote on a #SCOTUS nominee a year before the elect… https://t.co/PSGYuD7pOn,1933,1188,17120,7/5/2012 3:28,10/26/2020 17:11,0,"[{'text': 'Republican', 'indices': [30, 41]}, {'text': 'SCOTUS', 'indices': [76, 83]}]"
NewsTehuti,,#happy #Halloween2020 and  #Election2020 year. #vote so that we can end this #political #nightmare in #Washington.… https://t.co/3XEERn2CTm,305,1,24,10/18/2020 1:25,10/26/2020 17:10,0,"[{'text': 'happy', 'indices': [0, 6]}, {'text': 'Halloween2020', 'indices': [7, 21]}, {'text': 'Election2020', 'indices': [27, 40]}, {'text': 'vote', 'indices': [47, 52]}, {'text': 'political', 'indices': [77, 87]}, {'text': 'nightmare', 'indices': [88, 98]}, {'text': 'Washington', 'indices': [102, 113]}]"
kentwalker84,Canada & USA,"There's no legitimate demand for for an end to racist policing. We're just in the #GeorgeFloyd situation, don't you… https://t.co/wOJ4Xlaec6",3227,2448,11203,4/25/2013 23:17,10/26/2020 17:10,1,"[{'text': 'GeorgeFloyd', 'indices': [82, 94]}]"
HakonKhajavei,"Portland, Oregon","“In resigning, Sanders said that although he is a lifelong #Republican, he “cannot in good conscience continue” to… https://t.co/PPeVpoFko4",1174,479,15996,6/2/2011 18:15,10/26/2020 17:09,0,"[{'text': 'Republican', 'indices': [59, 70]}]"
redcrossmom,Virginia,"Another time in history, when a pandemic and political unrest converged with our constitution. George Mason, a… https://t.co/t3EozrjmZc",2191,2344,19100,9/12/2008 19:12,10/26/2020 17:08,0,[]
D_JACK27,The Universe,#Abolitionist helped form/fund the #Republican party.. #Democracrats however helped form/fund the #KluKluxKlan… https://t.co/dXOXu34N05,0,3,9546,8/5/2010 8:56,10/26/2020 17:07,0,"[{'text': 'Abolitionist', 'indices': [0, 13]}, {'text': 'Republican', 'indices': [35, 46]}, {'text': 'Democracrats', 'indices': [55, 68]}, {'text': 'KluKluxKlan', 'indices': [98, 110]}]"
PeterGiunta,"Staten Island, NY","#TeamReilly needs your help!  Get involved and help our #Republican ticket achieve victory this November! 

Become… https://t.co/jCi5WHtERL",2805,1277,7729,11/3/2013 19:51,10/26/2020 17:06,2,"[{'text': 'TeamReilly', 'indices': [0, 11]}, {'text': 'Republican', 'indices': [56, 67]}]"
DeanSorenson,,Buzz Aldrin endorses Republican Martha McSally for Senate in Arizona. Rejects fellow astronaut and leftist Mark Kel… https://t.co/WWXRiLmH99,1889,1998,4407,6/8/2009 12:04,10/26/2020 17:05,0,[]
j9sky,,YES! Trump is the cumulation of #republican #Corruption https://t.co/dgq4JDSgqC,637,85,1919,6/23/2014 23:22,10/26/2020 17:05,0,"[{'text': 'republican', 'indices': [32, 43]}, {'text': 'Corruption', 'indices': [44, 55]}]"
ElizaM822096,,I need some #republican #ProLife friends!!! I’m sick of my family 🙄 Follow if you’re #Trump2020 #KAG,25,6,26,10/26/2020 16:06,10/26/2020 17:03,0,"[{'text': 'republican', 'indices': [12, 23]}, {'text': 'ProLife', 'indices': [24, 32]}, {'text': 'Trump2020', 'indices': [85, 95]}, {'text': 'KAG', 'indices': [96, 100]}]"
3rdoptionparty,"San Diego, CA",Howdy #Indiana U have voted #Republican or #Democrat for nearly 250 years. How is that going? Trying to make things… https://t.co/HTrCUAF2t1,262,9,1164,8/3/2019 4:42,10/26/2020 17:01,0,"[{'text': 'Indiana', 'indices': [6, 14]}, {'text': 'Republican', 'indices': [28, 39]}, {'text': 'Democrat', 'indices': [43, 52]}]"
gaysruleforever,,"@SenateGOP @HouseGOP @gop #Republicans #Republican

How nice. So all those times I said Repubs were closely aligned… https://t.co/7URX485Ybq",158,5,600,9/30/2020 3:29,10/26/2020 17:01,1,"[{'text': 'Republicans', 'indices': [26, 38]}, {'text': 'Republican', 'indices': [39, 50]}]"
BaltBizOnline,Baltimore,"#Baltimore hasn't had a #Republican mayor since the 1960s. @Wrightforbalti1 wants to change that.

#election… https://t.co/nT2fDX0r8k",972,45887,48903,8/10/2008 1:16,10/26/2020 17:00,0,"[{'text': 'Baltimore', 'indices': [0, 10]}, {'text': 'Republican', 'indices': [24, 35]}, {'text': 'election', 'indices': [99, 108]}]"
hrwpetshop,"Woodstock, GA","WE IMMEDIATELY NEED YOUR HELP!
#Republican Volunteer Needed
Door Knock/Phone Bank:Telephone Use our auto dialer fro… https://t.co/bflgeBF5ZP",582,718,14017,6/23/2012 14:36,10/26/2020 17:00,0,"[{'text': 'Republican', 'indices': [31, 42]}]"
Darwin9876541,United States,"White House lawyer helped shop controversial Hunter Biden story to Wall Street Journal: NYT 

#Republican dirty tri… https://t.co/gurIUB4Tu5",962,218,34720,8/8/2016 20:17,10/26/2020 16:59,0,"[{'text': 'Republican', 'indices': [94, 105]}]"
DolphyCane,Los Angeles,@GOPChairwoman @realDonaldTrump Please try to convince the #Republican party and #DonaldTrump to protect… https://t.co/HGgMqmPEHt,385,122,953,8/16/2013 22:02,10/26/2020 16:59,0,"[{'text': 'Republican', 'indices': [59, 70]}, {'text': 'DonaldTrump', 'indices': [81, 93]}]"
etbreck,"Colorado, USA","This tells you everything you need to know about the unethical, dishonest, #Lying #Republican party.… https://t.co/qaWZ3CQdTQ",1517,337,34680,3/18/2013 3:26,10/26/2020 16:59,0,"[{'text': 'Lying', 'indices': [75, 81]}, {'text': 'Republican', 'indices': [82, 93]}]"
krmercier,Vancouver,"@PressSec @60Minutes @realDonaldTrump YOU handed this TO HER and said that it was #Trump's HEALTHCARE PLAN.

If you… https://t.co/DH1UWsKnJ0",992,706,5202,4/3/2009 7:58,10/26/2020 16:59,0,"[{'text': 'Trump', 'indices': [82, 88]}]"
anotherspaniel,it varies,"#VOTE to end rule my this minority, #racist, #Republican government. #BlackLivesMatter #BLM https://t.co/ShZn8DlkpX",1445,980,133024,10/12/2008 2:08,10/26/2020 16:59,0,"[{'text': 'VOTE', 'indices': [0, 5]}, {'text': 'racist', 'indices': [36, 43]}, {'text': 'Republican', 'indices': [45, 56]}, {'text': 'BlackLivesMatter', 'indices': [69, 86]}, {'text': 'BLM', 'indices': [87, 91]}]"
Pandadollbaby,"Long Island, NY","@HKrassenstein #Fact : 

250,000 #DeadAmericans on #Republican watch",2575,1757,126006,2/23/2009 21:08,10/26/2020 16:56,0,"[{'text': 'Fact', 'indices': [15, 20]}, {'text': 'DeadAmericans', 'indices': [33, 47]}, {'text': 'Republican', 'indices': [51, 62]}]"
GThawley,Whidbey Island WA,Kushner faces sharp criticism after he suggests some Black Americans don’t 'want to be successful'… https://t.co/j4XBhY2FWh,1137,1254,25430,9/11/2014 3:36,10/26/2020 16:55,0,[]
Hotpage_News,United States,Harvard just released a poll that should give Trump’s campaign heartburn - #Biden #Harris #Trump #Pence #GOP… https://t.co/JxxOO0oFgv,12972,25734,295320,3/12/2009 14:16,10/26/2020 16:54,0,"[{'text': 'Biden', 'indices': [75, 81]}, {'text': 'Harris', 'indices': [82, 89]}, {'text': 'Trump', 'indices': [90, 96]}, {'text': 'Pence', 'indices': [97, 103]}, {'text': 'GOP', 'indices': [104, 108]}]"
lilo623,"NW Washington state, USA🇺🇸",@RealRLimbaugh @realDonaldTrump We voted for @POTUS🇺🇸 @realDonaldTrump🇺🇸 and ALL #Republican #GOP @GOP candidates o… https://t.co/g4AO6mviu4,15245,39905,115423,11/8/2009 10:37,10/26/2020 16:53,2,"[{'text': 'Republican', 'indices': [81, 92]}, {'text': 'GOP', 'indices': [93, 97]}]"
RhutaBhayga2,"Lower Atmosphere, Earth",This IS the #Republican agenda. https://t.co/fbErDcnZzA,8573,9204,35615,12/26/2017 18:20,10/26/2020 16:51,1,"[{'text': 'Republican', 'indices': [12, 23]}]"
TheCryptoYears,"New York, NY",So .69 cents wins $1.00 if Texas does what Texas always does and votes #Republican.  The question is will #Bitcoin… https://t.co/7wu8KWeQGU,777,320,1353,9/3/2009 19:11,10/26/2020 16:51,0,"[{'text': 'Republican', 'indices': [71, 82]}, {'text': 'Bitcoin', 'indices': [106, 114]}]"
IAmSergioRoman,"New York, NY ♥ Texas ♥ Arizona","@donwinslow @realDonaldTrump This is why ""I"" voted for @JoeBiden @KamalaHarris Whether your #Republican or… https://t.co/TOhZxNMnMw",134,88,245,1/2/2013 20:22,10/26/2020 16:50,0,"[{'text': 'Republican', 'indices': [92, 103]}]"
ShodMinistries,Worldwide,"Do you pray before you vote… or wait until later?

#vote #bethechange  #countdown #readyfor46 #shod #republican… https://t.co/PwMqvfteNI",178,32,214,10/19/2019 17:54,10/26/2020 16:50,0,"[{'text': 'vote', 'indices': [51, 56]}, {'text': 'bethechange', 'indices': [57, 69]}, {'text': 'countdown', 'indices': [71, 81]}, {'text': 'readyfor46', 'indices': [82, 93]}, {'text': 'shod', 'indices': [94, 99]}, {'text': 'republican', 'indices': [100, 111]}]"
BoSullivan360,"Sanford / Lake Mary, FL","@mattgaetz You ARE a #winner young man, and don’t let anyone ever tell you different. As an openly #gay man living… https://t.co/UyAsdCWW1n",383,35,867,11/28/2013 13:09,10/26/2020 16:46,1,"[{'text': 'winner', 'indices': [21, 28]}, {'text': 'gay', 'indices': [99, 103]}]"
MoralLowGround,San Francisco,The #Republican Party has been moving in an increasingly autocratic direction for over a decade and now more closel… https://t.co/FK1t411nfN,3553,3268,8165,11/12/2010 23:52,10/26/2020 16:46,0,"[{'text': 'Republican', 'indices': [4, 15]}]"
Endtimes2017,Covered by the blood :Doorpost,"After 2020, we will be #voting #republican for a looooooong time! #pence2024 #donaldtrumpjr2024 #Trump2020",216,139,5336,9/3/2017 18:24,10/26/2020 16:43,0,"[{'text': 'voting', 'indices': [23, 30]}, {'text': 'republican', 'indices': [31, 42]}, {'text': 'pence2024', 'indices': [66, 76]}, {'text': 'donaldtrumpjr2024', 'indices': [77, 95]}, {'text': 'Trump2020', 'indices': [96, 106]}]"
willi69k,,.@GOP this is why black folks stopped F#%$ing with y’all in the 60’s and you’re attitudes towards us and our commun… https://t.co/r7wbUVu6NQ,769,207,7352,12/8/2010 4:25,10/26/2020 16:42,0,[]
peeppeeparoo,,"@RepHartzler This just makes clear what #Republican Senators priorities are: power and control. 

They have ignored… https://t.co/V41c7Cf4X9",735,156,15783,3/13/2014 0:57,10/26/2020 16:40,0,"[{'text': 'Republican', 'indices': [40, 51]}]"
sanjidunu,,"Agree, as we all know that would be the #Republican final plan. So #VoteEarly #VOTE #VoteForOurLives… https://t.co/kzgIqfmo1l",715,206,5996,3/18/2009 20:23,10/26/2020 16:39,0,"[{'text': 'Republican', 'indices': [40, 51]}, {'text': 'VoteEarly', 'indices': [67, 77]}, {'text': 'VOTE', 'indices': [78, 83]}, {'text': 'VoteForOurLives', 'indices': [84, 100]}]"
Vet_Lib_canuck,Canada,"@imthatlawyer I hope america understands @ProjectLincoln is a #rublestooge repellant only

#AmyConeyBarrett has the… https://t.co/RJVhnNWAhW",7832,7368,42563,12/15/2016 13:09,10/26/2020 16:38,0,"[{'text': 'rublestooge', 'indices': [62, 74]}, {'text': 'AmyConeyBarrett', 'indices': [91, 107]}]"
RawMixedNuts,,@trumpharmsusall Because they don't believe in traditional #Republican values.  They are #RINOs who support Putin a… https://t.co/cNeCQWfzOd,3152,3618,37192,7/20/2010 22:14,10/26/2020 16:38,0,"[{'text': 'Republican', 'indices': [59, 70]}, {'text': 'RINOs', 'indices': [89, 95]}]"
Justweeterin,"Saskatchewan, Canada","@YakimaAbogado @davidpakmanshow Among other reasons, he noted that former campaign manager, #PaulManafort, was work… https://t.co/XD2GGq5ES7",1319,326,24053,2/23/2012 19:05,10/26/2020 16:37,0,"[{'text': 'PaulManafort', 'indices': [92, 105]}]"
commondreams,"Portland, ME, USA",The #Republican Party has been moving in an increasingly autocratic direction for over a decade and now more closel… https://t.co/gB1gWga1MK,2706,76775,60340,4/3/2008 19:54,10/26/2020 16:37,15,"[{'text': 'Republican', 'indices': [4, 15]}]"
BBall_0527,United States ,"Sometimes its about voting for the lesser evil.... in order to keep what freedoms we have in America, we must vote.… https://t.co/f3jWNtSFb5",834,112,147,7/23/2020 12:49,10/26/2020 16:37,0,[]
JackDT2000,,"Final Pre-Election Poll: Who will win the 2020 U.S. election? 🇺🇸🗳❌⬇️

#Election2020 #JoeBiden #DonaldTrump #VOTE… https://t.co/Z80RBHas1H",100,75,2415,5/17/2020 11:22,10/26/2020 16:35,2,"[{'text': 'Election2020', 'indices': [70, 83]}, {'text': 'JoeBiden', 'indices': [84, 93]}, {'text': 'DonaldTrump', 'indices': [94, 106]}, {'text': 'VOTE', 'indices': [107, 112]}]"
shadowreporting,,The left I’m america are xenophobic towards Russians.   Just like how they were xenophobic to black people back in… https://t.co/KigcdAllS1,122,1,566,8/27/2020 16:08,10/26/2020 16:35,0,[]
Hotpage_News,United States,"COVID Hits #FoxNews: Several Staffers Have Coronavirus, as Top Anchors Quarantine - #Biden #Harris #Trump #Pence… https://t.co/g2xYILa9iO",12972,25734,295320,3/12/2009 14:16,10/26/2020 16:34,0,"[{'text': 'FoxNews', 'indices': [11, 19]}, {'text': 'Biden', 'indices': [84, 90]}, {'text': 'Harris', 'indices': [91, 98]}, {'text': 'Trump', 'indices': [99, 105]}, {'text': 'Pence', 'indices': [106, 112]}]"
AttorneyJKing,"Spanish Fork, UT","#DrJenniferPeña, former #WhiteHouse physician for #MikePence, said on @CNN with @JohnKingCNN, that #Pence should st… https://t.co/jFw648izqJ",975,81,1624,7/16/2016 18:24,10/26/2020 16:34,1,"[{'text': 'DrJenniferPeña', 'indices': [0, 15]}, {'text': 'WhiteHouse', 'indices': [24, 35]}, {'text': 'MikePence', 'indices': [50, 60]}, {'text': 'Pence', 'indices': [99, 105]}]"
Hotpage_News,United States,The View hosts say the White House can’t even put a message together on COVID-19 — much less fight it - #Biden… https://t.co/9ockUlivAn,12972,25734,295320,3/12/2009 14:16,10/26/2020 16:34,0,"[{'text': 'Biden', 'indices': [104, 110]}]"
Pandadollbaby,"Long Island, NY","#Republicans don't care 

#Trump doesn't care 

#Trumplicans don't care 

.@senatemajldr  Doesn't care how many… https://t.co/PP0TR2FVLW",2575,1757,126006,2/23/2009 21:08,10/26/2020 16:34,0,"[{'text': 'Republicans', 'indices': [0, 12]}, {'text': 'Trump', 'indices': [26, 32]}, {'text': 'Trumplicans', 'indices': [48, 60]}]"
TwitZanne,North Carolina,@ListenHere12 @MedicVet68 They do extort them. The party will run a primary candidate against them and will withdra… https://t.co/oALLhxgcoO,1632,1239,101969,9/3/2012 2:01,10/26/2020 16:32,1,[]
bigtmerchant,"Mansfield, Ohio","So the #DemocratsAreDestroyingAmerica can say what they want and nothing gets said, until a #Republican opens their… https://t.co/wgmqo7XX1h",2468,1770,17483,3/4/2010 18:54,10/26/2020 16:31,0,"[{'text': 'DemocratsAreDestroyingAmerica', 'indices': [7, 37]}, {'text': 'Republican', 'indices': [92, 103]}]"
renaitre8,"Yardley, PA","#PA01 this is who the #Republican party is. #TrumpCrimeFamily has removed any pretense of decency, says the racist… https://t.co/Z13b7vgjNY",1980,1897,78284,1/29/2017 20:14,10/26/2020 16:30,1,"[{'text': 'PA01', 'indices': [0, 5]}, {'text': 'Republican', 'indices': [22, 33]}, {'text': 'TrumpCrimeFamily', 'indices': [44, 61]}]"
hpferg1,,#BarrettIsillegitimate will be an #illegitimatejustice as a result of #Republican #CourtPacking and… https://t.co/jJ0viBpSac,2141,1529,128558,8/8/2009 19:40,10/26/2020 16:30,0,"[{'text': 'BarrettIsillegitimate', 'indices': [0, 22]}, {'text': 'illegitimatejustice', 'indices': [34, 54]}, {'text': 'Republican', 'indices': [70, 81]}, {'text': 'CourtPacking', 'indices': [82, 95]}]"
FANewsAlerts,Turn On Notifications 🔔,BREAKING: #Republican #Minnesota Senate candidate #JasonLewis being rushed into surgery after diagnosed with possib… https://t.co/AGOY1QaN0M,0,5,57,10/25/2020 0:08,10/26/2020 16:30,0,"[{'text': 'Republican', 'indices': [10, 21]}, {'text': 'Minnesota', 'indices': [22, 32]}, {'text': 'JasonLewis', 'indices': [50, 61]}]"
Exposure2nature,,"@DLitigation @KDVR You're sooooo cute with your insults.

What? You take me for a #Republican #snowflake? 

Not!",501,111,6747,8/20/2019 9:14,10/26/2020 16:30,0,"[{'text': 'Republican', 'indices': [82, 93]}, {'text': 'snowflake', 'indices': [94, 104]}]"
RazzleD16085815,,#Republican  party is the party of lies. Notice how since @realDonaldTrump  has been in office they can find it so… https://t.co/OBusHgF3jb,1289,284,2280,11/14/2017 19:38,10/26/2020 16:29,0,"[{'text': 'Republican', 'indices': [0, 11]}]"
JLightbearer,United States,"@NPR NOW is the TIME to END the
#Republican Regime of CHAOS

✍ Write Us In TODAY -Nov 3rd
To UNSEAT… https://t.co/OMAA150c7Q",419,101,5952,12/1/2016 14:03,10/26/2020 16:29,0,"[{'text': 'Republican', 'indices': [32, 43]}]"
HalljrR,"Mundelein, IL","Utah Governor preemptively sets up #Republican #DeathPanels 
#MAGA!
#FakeChristians 

Final_Utah_Crisis_Standards_of_Care_011719-1",405,179,35635,10/12/2013 13:33,10/26/2020 16:29,0,"[{'text': 'Republican', 'indices': [35, 46]}, {'text': 'DeathPanels', 'indices': [47, 59]}, {'text': 'MAGA', 'indices': [61, 66]}, {'text': 'FakeChristians', 'indices': [68, 83]}]"
HvntersReport,,This is my first time in my life voting for a #Republican president Donald #Trump https://t.co/6jWCclY3Sa via… https://t.co/NGXsQkfA8y,169,63,2585,8/25/2020 13:16,10/26/2020 16:26,0,"[{'text': 'Republican', 'indices': [46, 57]}, {'text': 'Trump', 'indices': [75, 81]}]"
Exposure2nature,,"@mitchellreports @MeaganNBC Oh, but your average #Republican isn't scared of #COVID19....they welcome becoming ill… https://t.co/zDylyRemwm",501,111,6747,8/20/2019 9:14,10/26/2020 16:25,0,"[{'text': 'Republican', 'indices': [49, 60]}, {'text': 'COVID19', 'indices': [77, 85]}]"
ElizaM822096,,"#Republican s of Twitter, I need your help!! #Trump2020 #MAGA #MAGA2020 #BackTheBlue",25,6,26,10/26/2020 16:06,10/26/2020 16:25,0,"[{'text': 'Republican', 'indices': [0, 11]}, {'text': 'Trump2020', 'indices': [45, 55]}, {'text': 'MAGA', 'indices': [56, 61]}, {'text': 'MAGA2020', 'indices': [62, 71]}, {'text': 'BackTheBlue', 'indices': [72, 84]}]"
