User,Location,Tweet,Num of Friend,Num of Followers,Total Tweets by user,Account Created at,Tweet Created at,Num of Retweet,hashtags in the tweet
RayEasterday,"Fayetteville, PA 17222","@CNN Worry about loosing Freedom to Communist @JoeBiden 
@ABC7News @CBSLA @NBCNewYork @CNNPolitics @FAIRImmigration… https://t.co/CrILDe8lWR",146,39,5640,10/31/2011 23:21,10/27/2020 3:28,0,[]
IamPoliSci,My Stars & Planets Are Aligned,Trump anticipates on losing the election that is why he wanted to appoint Amy Coney Barrett for safety sake #Politics,2010,2019,52827,10/8/2010 19:11,10/27/2020 3:27,0,"[{'text': 'Politics', 'indices': [108, 117]}]"
LifeCoachAdam1,Global Citizen ,#Politics A Voting Rights Battle in a School Board ‘Coup’ https://t.co/IQX9jBgjpF via @lifecoachadam1 #News https://t.co/UIliNoxSlI,2866,3780,9234,3/20/2020 1:10,10/27/2020 3:27,0,"[{'text': 'Politics', 'indices': [0, 9]}, {'text': 'News', 'indices': [102, 107]}]"
RayEasterday,"Fayetteville, PA 17222","@JackluvsU Who is corrupt..?
@JoeBiden Worst Political criminal ever.
@ABC7News @CBSLA @NBCNewYork @CNNPolitics… https://t.co/RgXaabkzCX",146,39,5640,10/31/2011 23:21,10/27/2020 3:26,0,[]
seanlasoff,NYC TRISTATE AREA,Having an opinion on #politics is the same as having an opinion on professional wrestling/WWE.,150,54,55,4/30/2018 1:41,10/27/2020 3:25,0,"[{'text': 'politics', 'indices': [21, 30]}]"
forestwiitchh,"Michigan, USA",We are the people and you will hear us roar. #ExpandTheCourt #BidenHarrisLandslide2020 #DumpTrump2020 #BLM #politics https://t.co/XEhwTM5MqG,219,18,219,6/1/2020 15:54,10/27/2020 3:23,0,"[{'text': 'ExpandTheCourt', 'indices': [45, 60]}, {'text': 'BidenHarrisLandslide2020', 'indices': [61, 86]}, {'text': 'DumpTrump2020', 'indices': [87, 101]}, {'text': 'BLM', 'indices': [102, 106]}, {'text': 'politics', 'indices': [107, 116]}]"
upstractcom,,US #US election #election #Politics US election 2020: Could postal voting upend the US election? NOW on https://t.co/ROVZr4x8ri,1,1741,123978,3/5/2014 15:12,10/27/2020 3:21,0,"[{'text': 'US', 'indices': [3, 6]}, {'text': 'election', 'indices': [16, 25]}, {'text': 'Politics', 'indices': [26, 35]}]"
BrianDaNerd,New York,I think that problems in American politics can all be traced back to the fact that the lower class never got the ch… https://t.co/epcmZeyO15,15,5,12,4/28/2017 0:20,10/27/2020 3:17,0,[]
Unminced_Words,"Nevada, USA","@brycetache MY EVERY DAY OF THE TRUMP PRESIDENCY SUMMED UP: https://t.co/Jx3QAqwjlo 
Visit https://t.co/eRfywrSUbY… https://t.co/Zl9xWlLjx5",4889,4463,11378,6/7/2019 4:44,10/27/2020 3:17,0,[]
WePoll_TheGame,"Tucson, AZ","Is someone else pretending to be #MelaniaTrump? 
A) Yes, she has a double, no big deal
B) Yes, very stranger… https://t.co/o9kt0g8azU",363,401,2300,10/10/2017 21:11,10/27/2020 3:16,0,"[{'text': 'MelaniaTrump', 'indices': [33, 46]}]"
Unminced_Words,"Nevada, USA",@EWErickson Makes complete sense to me- Election Day was meant to be the day the Election us decided.  Not difficul… https://t.co/9yjriRUPvT,4889,4463,11378,6/7/2019 4:44,10/27/2020 3:16,0,[]
Mrbreadmaker75,"Texas, USA",Flush that orange turd #LetsWinThis #politics #DonTheCon #TrumpTaxReturns #TrumpIsBroke #RussiaOwnsTrump… https://t.co/HQ1NN3xbu7,223,47,1875,4/7/2017 16:12,10/27/2020 3:13,0,"[{'text': 'LetsWinThis', 'indices': [23, 35]}, {'text': 'politics', 'indices': [36, 45]}, {'text': 'DonTheCon', 'indices': [46, 56]}, {'text': 'TrumpTaxReturns', 'indices': [57, 73]}, {'text': 'TrumpIsBroke', 'indices': [74, 87]}, {'text': 'RussiaOwnsTrump', 'indices': [88, 104]}]"
upstractcom,,Donald Trump #DonaldTrump Democratic #Democratic flip flops #flipflops election #election #Politics Trump hits Bide… https://t.co/2HcFEKqkND,1,1741,123978,3/5/2014 15:12,10/27/2020 3:11,0,"[{'text': 'DonaldTrump', 'indices': [13, 25]}, {'text': 'Democratic', 'indices': [37, 48]}, {'text': 'flipflops', 'indices': [60, 70]}, {'text': 'election', 'indices': [80, 89]}, {'text': 'Politics', 'indices': [90, 99]}]"
AJohnThibault,Silicon Valley,Top 5 Political Mistakes https://t.co/cY031ZrxlT via @YouTube @ilobbyco #Policyregulation #Politics… https://t.co/WckyQk2v9e,4017,1468,6333,3/30/2011 2:14,10/27/2020 3:10,0,"[{'text': 'Policyregulation', 'indices': [72, 89]}, {'text': 'Politics', 'indices': [90, 99]}]"
charleshtweet,,"BREAKING: Democrats Explode Over Barrett Confirmation, Make Threats, Push For Court Packing https://t.co/tfLkrnTMFF… https://t.co/0bxH1Oj0kR",511,440,12335,7/21/2010 18:34,10/27/2020 3:08,0,[]
TinFoilHats_,,"BREAKING:  🏃‍♂️🏃‍♂️🏃‍♂️🏃‍♂️🏃‍♂️

#hunterdidntkillhimself #biden #trump #joebiden #election #bernie #maga #democrat… https://t.co/LbYICbmSR8",6,7,51,8/1/2020 22:31,10/27/2020 3:07,0,"[{'text': 'hunterdidntkillhimself', 'indices': [33, 56]}, {'text': 'biden', 'indices': [57, 63]}, {'text': 'trump', 'indices': [64, 70]}, {'text': 'joebiden', 'indices': [71, 80]}, {'text': 'election', 'indices': [81, 90]}, {'text': 'bernie', 'indices': [91, 98]}, {'text': 'maga', 'indices': [99, 104]}, {'text': 'democrat', 'indices': [105, 114]}]"
thebipress,San Jose,Pelosi to Trump: ‘You Just Keep on Thinking That’ Republicans Will Take Back the House  #Congress #Democrats… https://t.co/FFhyqjVg0C,1725,1295,1689,6/25/2018 3:26,10/27/2020 3:05,0,"[{'text': 'Congress', 'indices': [88, 97]}, {'text': 'Democrats', 'indices': [98, 108]}]"
CASHMoneyASTRO,USA,"Presidential Campaigns- 1948, 1960, &amp; 1984 #Documentary #Politics #History : https://t.co/tN6TnkHMCI",3610,2392,77209,4/22/2013 1:07,10/27/2020 3:05,0,"[{'text': 'Documentary', 'indices': [47, 59]}, {'text': 'Politics', 'indices': [60, 69]}, {'text': 'History', 'indices': [70, 78]}]"
djanthonystyles,"Tampa,FL","Eli Lilly Ends Coronavirus Antibody Treatment Trial, Other Studies Go On https://t.co/G2OT19DrLJ #world #news #politics",16,15504,9840,3/20/2009 2:22,10/27/2020 3:03,0,"[{'text': 'world', 'indices': [97, 103]}, {'text': 'news', 'indices': [104, 109]}, {'text': 'politics', 'indices': [110, 119]}]"
newscompare,,Compare the news side-by-side to see who's telling the whole story. Comment on bias or under-reporting. Share to su… https://t.co/aAswNhXvb2,232,2391,9442,5/19/2017 14:55,10/27/2020 3:03,0,[]
MNowNews,"Kuala Lumpur, Malaysia","Shocking revelations of behind-the-door meetings and private confrontations at the PM's home.

#mnow #zahid #agong… https://t.co/ZHFcs4hNid",5,463,895,8/13/2020 3:54,10/27/2020 3:03,0,"[{'text': 'mnow', 'indices': [95, 100]}, {'text': 'zahid', 'indices': [101, 107]}, {'text': 'agong', 'indices': [108, 114]}]"
BBEntLLC,Las Vegas,Streaming NOW on #Spotify https://t.co/plcEaIS0Z8 #HealThisLand by @DSoulDavis #KamalaHarris #DonaldTrump #Justice… https://t.co/DNEgvM8dKv,3218,6643,67743,10/15/2009 19:30,10/27/2020 3:02,1,"[{'text': 'Spotify', 'indices': [17, 25]}, {'text': 'HealThisLand', 'indices': [50, 63]}, {'text': 'KamalaHarris', 'indices': [79, 92]}, {'text': 'DonaldTrump', 'indices': [93, 105]}, {'text': 'Justice', 'indices': [106, 114]}]"
sdlizlifestyle,,"*WE NEED A NEWW PARTYYY ✊

•#Justice
•#Healthcare
•#Education
•#Housing
•#Environment
•#Energy 
•#ClimateChange 
•… https://t.co/D9llUnACPd",3509,2564,131743,2/16/2009 6:46,10/27/2020 3:01,0,"[{'text': 'Justice', 'indices': [28, 36]}, {'text': 'Healthcare', 'indices': [38, 49]}, {'text': 'Education', 'indices': [51, 61]}, {'text': 'Housing', 'indices': [63, 71]}, {'text': 'Environment', 'indices': [73, 85]}, {'text': 'Energy', 'indices': [87, 94]}, {'text': 'ClimateChange', 'indices': [97, 111]}]"
8NewsNow,"Las Vegas, Nevada",INTERVIEW: 8 News NOW's @davidcharns talks to political science professor Dr. Rebecca Gill on navigating judicial n… https://t.co/iAKzFYz2Ef,2098,244667,170322,7/25/2008 3:39,10/27/2020 3:00,0,[]
UGroundbreakers,"New York, NY",Fantastic and refreshing #article by @karachiiite in @bitchmedia on #KamalaHarris and the #southasian #community… https://t.co/DEvHoH0ZQt,1192,214,3135,10/13/2018 20:59,10/27/2020 3:00,0,"[{'text': 'article', 'indices': [25, 33]}, {'text': 'KamalaHarris', 'indices': [68, 81]}, {'text': 'southasian', 'indices': [90, 101]}, {'text': 'community', 'indices': [102, 112]}]"
USPolitiHUB,,"Georgia, Once Reliably Red, Is Suddenly a Battleground. What Happened? #politics #news #USPolitiHUB https://t.co/NXQtEojlDk",836,509,4625,3/19/2020 19:43,10/27/2020 2:59,0,"[{'text': 'politics', 'indices': [71, 80]}, {'text': 'news', 'indices': [81, 86]}, {'text': 'USPolitiHUB', 'indices': [87, 99]}]"
BloorisJohn,United Kingdom,Prediction: they will keep delaying the sines vs Kessler lawsuit because it is likely the organizers of unite the r… https://t.co/yMMShpLVtc,545,482,11228,9/17/2020 5:12,10/27/2020 2:58,0,[]
faab64,France,"Goodbye American democracy, hello American Christian Theocracy!

#Politics #SupremeCourtConfirmation #Dumbfuckistan… https://t.co/xMhjoUOorN",1740,1245,57751,10/26/2008 14:17,10/27/2020 2:57,0,"[{'text': 'Politics', 'indices': [65, 74]}, {'text': 'SupremeCourtConfirmation', 'indices': [75, 100]}, {'text': 'Dumbfuckistan', 'indices': [101, 115]}]"
thenewshooked,NY,"MagSafe Charger Only Charges at Full 15W Speeds With Apple's 20W Power Adapter
#News #Politics #Apple #Android #Qi… https://t.co/wjNqX7tpKx",1013,1664,15618,12/27/2018 17:37,10/27/2020 2:55,1,"[{'text': 'News', 'indices': [79, 84]}, {'text': 'Politics', 'indices': [85, 94]}, {'text': 'Apple', 'indices': [95, 101]}, {'text': 'Android', 'indices': [102, 110]}, {'text': 'Qi', 'indices': [111, 114]}]"
PoliticsITN,,"LILLEY: Trudeau loses on motion, MPs remind him he leads a minority government https://t.co/UzlWrOlPBG #Canada… https://t.co/RZ0Qg9ASfB",28,35,7829,7/8/2020 21:59,10/27/2020 2:55,0,"[{'text': 'Canada', 'indices': [103, 110]}]"
WereWatchers,Were-ever,Black werewolves tell Jared Kushner 'you need to want to not be a racist dumbass' https://t.co/Z4wnghvwER #lol… https://t.co/fgLlLrsNHT,175,192,947,11/13/2013 3:43,10/27/2020 2:55,1,"[{'text': 'lol', 'indices': [106, 110]}]"
Rayzorfire2000,,How do I express so heavily how unsafe I feel in my own country without being in fear that I will be attacked by th… https://t.co/prT5wNR4kB,43,2,14,10/4/2020 18:02,10/27/2020 2:54,0,[]
GovOneStop,"Seattle, WA","Senate confirms Judge Amy Coney Barrett to the Supreme Court of the United States.
#Politics #Senate #Judge… https://t.co/9O55K7MwbF",1947,1981,992,3/19/2014 22:41,10/27/2020 2:54,0,"[{'text': 'Politics', 'indices': [83, 92]}, {'text': 'Senate', 'indices': [93, 100]}, {'text': 'Judge', 'indices': [101, 107]}]"
IAmEnoughism,,"""There’s something misanthropic in celebrating isolation when the un-isolated risk infection; it calls back to the… https://t.co/JX1mzb6c5a",514,114,110,5/30/2020 23:35,10/27/2020 2:53,0,[]
PoliticsITN,,South China Sea: China's aggression backfiring as Quad alliance mobilises https://t.co/5nmFEWIGhW #China… https://t.co/wl2TXgclaA,28,35,7829,7/8/2020 21:59,10/27/2020 2:52,0,"[{'text': 'China', 'indices': [98, 104]}]"
AdosFl,Florida,"#BreakingBrown #YvetteCarnell #ADOS #Politics #READ https://t.co/WRVWyhGKyp #JOIN https://t.co/bXo56SQY8Y When ""The… https://t.co/H6kQkVwuH0",1249,933,1004,11/11/2019 0:16,10/27/2020 2:51,1,"[{'text': 'BreakingBrown', 'indices': [0, 14]}, {'text': 'YvetteCarnell', 'indices': [15, 29]}, {'text': 'ADOS', 'indices': [30, 35]}, {'text': 'Politics', 'indices': [36, 45]}, {'text': 'READ', 'indices': [46, 51]}, {'text': 'JOIN', 'indices': [76, 81]}]"
IndieBookButler,Floating in the Bibliosphere,"2129 AD  The long-awaited war approaches. Young countries make one kind of mistake, while old countries make anoth… https://t.co/hX0m07olqJ",103291,114025,230485,1/16/2015 21:51,10/27/2020 2:50,0,[]
stillnotjeff,,@JudiciaryGOP @HillaryClinton Being in the minority certainly hasn’t improved your character. Do you not recall ‘54… https://t.co/Jq0r1JPVF2,40,4,135,5/12/2019 2:06,10/27/2020 2:49,0,[]
RealScienceMat2,,"@seasquirt99 @GOP Yes, completely inappropriate for editors of a journal that are supposed to be unbiased to make s… https://t.co/omrgzd8rNh",40,4,452,9/18/2020 14:34,10/27/2020 2:48,0,[]
ItaloSuave,"Portland, ME","Triumph of Common Sense a la Thomas Paine over incredibly toxic, dying liberal leftist ideology which as it departs… https://t.co/pKSpPEBwXP",5001,2196,50392,7/9/2009 2:13,10/27/2020 2:46,0,[]
ProjectSociafy,USA,"A Big, FAT, Biden Bombshell - via: @charliekirk11 https://t.co/9Uj3Q5bCiY #politics #videos https://t.co/Z6nJd04gcP",85,22745,4270,9/27/2015 1:58,10/27/2020 2:45,0,"[{'text': 'politics', 'indices': [74, 83]}, {'text': 'videos', 'indices': [84, 91]}]"
StridentConserv,,10/26/20 - My daily two-minute political talk radio feature #conservative #politics #talkradio #talkshow #podcast… https://t.co/Q9lVWObvkY,2367,4784,29698,10/16/2009 1:59,10/27/2020 2:44,1,"[{'text': 'conservative', 'indices': [60, 73]}, {'text': 'politics', 'indices': [74, 83]}, {'text': 'talkradio', 'indices': [84, 94]}, {'text': 'talkshow', 'indices': [95, 104]}, {'text': 'podcast', 'indices': [105, 113]}]"
Chris_E_Qld_Au,"Queensland, Australia.","FFS #America, CALL your Federal Reps, Congress, the #President, whoever... tell them to get off their arse&gt; pass th… https://t.co/BX9terpLd9",67,256,49966,5/8/2013 2:16,10/27/2020 2:44,0,"[{'text': 'America', 'indices': [4, 12]}, {'text': 'President', 'indices': [52, 62]}]"
ShawnDEMT,,"@ABCPolitics Legitimacy flows from following the rule of law &amp; precedent. 

@senatemajldr has discarded the law, se… https://t.co/T2XA8EO9Bb",1903,583,27922,9/30/2014 14:16,10/27/2020 2:44,0,[]
TheKashmirPulse,"Pulwama, J&K, India","BJP retains power in LAHDC Leh with 15 seats | https://t.co/w5DEEcGher

#Politics | #BharatiyaJanataParty(BJP)… https://t.co/cDPiLcZtig",5,433,22427,7/16/2014 9:28,10/27/2020 2:43,0,"[{'text': 'Politics', 'indices': [72, 81]}, {'text': 'BharatiyaJanataParty', 'indices': [84, 105]}]"
DougKlaaJohnson,"Utah, USA","Leftists, you don’t have to like the situation one bit.  But please explain why RBG was wrong.

#SupremeCourt… https://t.co/sDIEa7fhG9",217,329,18717,6/1/2009 4:12,10/27/2020 2:43,0,"[{'text': 'SupremeCourt', 'indices': [96, 109]}]"
brucedhendrix,USA,"OK, I do not do much on politics twitter, but this has to be the stupidest thing @jaketapper and/or this supposed G… https://t.co/ZHiLfeDtm3",450,407,7888,2/24/2013 19:44,10/27/2020 2:42,2,[]
JonBoles3,,".@BillGates Funny how a #ComputerNerd without a college degree in anything is now an #Expert in #Climate,… https://t.co/9lNDco4jUr",3,25,2591,9/29/2019 1:38,10/27/2020 2:41,0,"[{'text': 'ComputerNerd', 'indices': [24, 37]}, {'text': 'Expert', 'indices': [85, 92]}, {'text': 'Climate', 'indices': [96, 104]}]"
KamerX2,,"When Satan says, ""Not today. Not today!""

😂

#AlternativeFacts #EndAnglophonCrisis #AfricaIsBleeding #Africa… https://t.co/ajbaAN8xn3",97,259,4474,2/10/2017 10:44,10/27/2020 2:40,2,"[{'text': 'AlternativeFacts', 'indices': [45, 62]}, {'text': 'EndAnglophonCrisis', 'indices': [63, 82]}, {'text': 'AfricaIsBleeding', 'indices': [83, 100]}, {'text': 'Africa', 'indices': [101, 108]}]"
WWIISoldier_,,even trump is voting for Biden #politics #Biden #india #news #election #conservative #vibes #republican #bjp #memes… https://t.co/x3kDDZQabn,231,15,61,9/11/2019 19:37,10/27/2020 2:39,0,"[{'text': 'politics', 'indices': [31, 40]}, {'text': 'Biden', 'indices': [41, 47]}, {'text': 'india', 'indices': [48, 54]}, {'text': 'news', 'indices': [55, 60]}, {'text': 'election', 'indices': [61, 70]}, {'text': 'conservative', 'indices': [71, 84]}, {'text': 'vibes', 'indices': [85, 91]}, {'text': 'republican', 'indices': [92, 103]}, {'text': 'bjp', 'indices': [104, 108]}, {'text': 'memes', 'indices': [109, 115]}]"
PoliticsITN,,Supporters march for #amlo in CDMX; critics shout him down in Tamaulipas https://t.co/UX0ymJ5upV #Mexico #amlo… https://t.co/xVnC61engK,28,35,7829,7/8/2020 21:59,10/27/2020 2:39,0,"[{'text': 'amlo', 'indices': [21, 26]}, {'text': 'Mexico', 'indices': [97, 104]}, {'text': 'amlo', 'indices': [105, 110]}]"
jamietunkel,"Los Angeles, CA","I know a lot of people say this, but I really mean it: I am the wrong bitch to mess with. 

(This is a #politics tw… https://t.co/MeCNNPilIh",2082,740,6995,2/4/2011 4:41,10/27/2020 2:39,0,"[{'text': 'politics', 'indices': [103, 112]}]"
AnahuacAmoxtli,,"In today’s world, where leaders divide in favor of their ideologies -- how can Queen Pelaxila Dilemma be applied to… https://t.co/l3DFjCNoFa",130,169,783,4/16/2020 1:58,10/27/2020 2:38,0,[]
PoliticsITN,,Boris snaps back: PM to fight 'tooth and nail' to defeat Sturgeon's independence bid https://t.co/6Iy4ejnFt5 #UK… https://t.co/fkj1nqBzUl,28,35,7829,7/8/2020 21:59,10/27/2020 2:37,0,"[{'text': 'UK', 'indices': [109, 112]}]"
LouisGudema,At home,Ironic juxtaposition of @ianbremmer and @GlblCtzn @amyschumer #democracy #Politics https://t.co/ZVyxYvSGkV,4322,5351,23375,2/5/2011 3:16,10/27/2020 2:36,0,"[{'text': 'democracy', 'indices': [62, 72]}, {'text': 'Politics', 'indices': [73, 82]}]"
PoliticsITN,,Russia Urged To Free Activist Jailed In Putin Effigy Case https://t.co/i9MaRsSWHP #Russia #vladimirputin #politics https://t.co/Ita3gyKQ9W,28,35,7829,7/8/2020 21:59,10/27/2020 2:35,0,"[{'text': 'Russia', 'indices': [82, 89]}, {'text': 'vladimirputin', 'indices': [90, 104]}, {'text': 'politics', 'indices': [105, 114]}]"
TingsNba,,@AndrewYang This tells you everything about @realDonaldTrump and the @GOP they care more about confirming a supreme… https://t.co/Ij5HAQGTt9,192,1,56,10/11/2020 5:24,10/27/2020 2:35,0,[]
SyracuseCNY,NY State,"@SpeakerPelosi @HouseDemocrats No. You're not, Ms. #Pelosi . And this will remain the biggest stain on your record… https://t.co/SKhq2xZI37",2810,6775,7373,7/12/2012 21:43,10/27/2020 2:32,0,"[{'text': 'Pelosi', 'indices': [51, 58]}]"
IndiaToday,India,"Coming from a family that gave Bihar two chief ministers, RJD chief Tejashwi Yadav has his task cut out for him ahe… https://t.co/7Aw9fob2h9",244,5397379,791301,2/2/2009 7:21,10/27/2020 2:30,3,[]
chycho,Canada,"#LiveStreaming on #twitch in 30 minutes, 8:00 PM PDT: Open Discussion on #CurrentEvents: #News, #Politics,… https://t.co/OSt5CuiWG2",441,661,2568,4/17/2007 2:28,10/27/2020 2:28,0,"[{'text': 'LiveStreaming', 'indices': [0, 14]}, {'text': 'twitch', 'indices': [18, 25]}, {'text': 'CurrentEvents', 'indices': [73, 87]}, {'text': 'News', 'indices': [89, 94]}, {'text': 'Politics', 'indices': [96, 105]}]"
slowquickhead,"Melbourne, Victoria","Betrayal,it’s what happened to Jawwe &amp; Haccee, they were betrayed,the former in detention N the latter in the grave… https://t.co/I10dzebtCm",429,12247,2523,10/17/2011 22:45,10/27/2020 2:28,1,[]
CarticulusMedia,"Ontario, Canada",#Russia #Technology #Bellingcat #UK #Germany #Navalny #Security #world #politics #geopolitics #intelligence… https://t.co/Yv8mFNS9oj,5257,5207,32091,3/10/2015 5:29,10/27/2020 2:28,0,"[{'text': 'Russia', 'indices': [0, 7]}, {'text': 'Technology', 'indices': [8, 19]}, {'text': 'Bellingcat', 'indices': [20, 31]}, {'text': 'UK', 'indices': [32, 35]}, {'text': 'Germany', 'indices': [36, 44]}, {'text': 'Navalny', 'indices': [45, 53]}, {'text': 'Security', 'indices': [54, 63]}, {'text': 'world', 'indices': [64, 70]}, {'text': 'politics', 'indices': [71, 80]}, {'text': 'geopolitics', 'indices': [81, 93]}, {'text': 'intelligence', 'indices': [94, 107]}]"
RodrickBostick1,"Los Angeles, CA",@JoeBiden Democrats lose because you run weak candidates. Your candidates have as much racist baggage as the GOP.… https://t.co/Nipvl0iFjW,353,60,571,9/1/2016 13:20,10/27/2020 2:28,0,[]
UnravelSocial,Singapore,"Are India's farm bills a ""watershed moment"" for Indian agriculture or a ""death warrant"" for farmers?… https://t.co/UcJtsBsgMd",23,33,132,5/27/2020 9:00,10/27/2020 2:27,0,[]
THIRDSTONE56,On an island in Maine,https://t.co/3dumpCvxHi How to contact Congress and give them a piece of your mind #politics,2391,2306,216750,12/5/2009 9:18,10/27/2020 2:26,0,"[{'text': 'politics', 'indices': [83, 92]}]"
CAntkow,"Dallas, TX","#random #politics #ACBconfirmed 

Loafing around on Twitter search, for latest posts containing ""literally shaking""… https://t.co/VImsiXeSJ1",328,379,14405,7/25/2017 1:52,10/27/2020 2:26,0,"[{'text': 'random', 'indices': [0, 7]}, {'text': 'politics', 'indices': [8, 17]}, {'text': 'ACBconfirmed', 'indices': [18, 31]}]"
robinsnewswire,RT's Are FYI Purposes Only,"""#Politics Today News: #Trump and #Pence defy pandemic for political gain #News"": https://t.co/AHdeSqL9e4",17254,24479,1659134,5/15/2009 4:16,10/27/2020 2:24,0,"[{'text': 'Politics', 'indices': [1, 10]}, {'text': 'Trump', 'indices': [23, 29]}, {'text': 'Pence', 'indices': [34, 40]}, {'text': 'News', 'indices': [74, 79]}]"
sarahbbutler,"Weymouth, MA","Inktober day 22
A politician
.
.
.
#bidenharris2020 #biden2020 #byedon #debate #politician #politics #joebiden… https://t.co/znBc6nad6w",119,32,656,3/8/2009 0:21,10/27/2020 2:23,0,"[{'text': 'bidenharris2020', 'indices': [35, 51]}, {'text': 'biden2020', 'indices': [52, 62]}, {'text': 'byedon', 'indices': [63, 70]}, {'text': 'debate', 'indices': [71, 78]}, {'text': 'politician', 'indices': [79, 90]}, {'text': 'politics', 'indices': [91, 100]}, {'text': 'joebiden', 'indices': [101, 110]}]"
hdjr2,"Olympia, WA",💥 What Wicked Politicians Want 💰 https://t.co/lq55mbMG4B versus Good 👑 #미국 #アメリカ #USA #UnitedStates  #america… https://t.co/hLFd7x1S8N,31,273,8785,6/14/2009 4:03,10/27/2020 2:21,0,"[{'text': '미국', 'indices': [71, 74]}, {'text': 'アメリカ', 'indices': [75, 80]}, {'text': 'USA', 'indices': [81, 85]}, {'text': 'UnitedStates', 'indices': [86, 99]}, {'text': 'america', 'indices': [101, 109]}]"
BookBlogger810,On A Bookshelf,"History / Politics: What do you think of the monroe doctrine being applied to the situation in Venezuela? 

lay it… https://t.co/LhoaJrQHM3",3062,2698,19385,1/1/2012 19:05,10/27/2020 2:20,0,[]
Miyckoal,,#Politics has become ... ones ... #Character,260,282,25405,9/30/2019 14:50,10/27/2020 2:19,0,"[{'text': 'Politics', 'indices': [0, 9]}, {'text': 'Character', 'indices': [34, 44]}]"
TheWholeN9nes,The Rotten Apple,How Black voters in #Georgia could make the difference this election. #Politics #BidenHarris2020 #BlackVotersMatter https://t.co/Rti1is0WtX,5000,1709,78811,3/23/2011 3:32,10/27/2020 2:19,0,"[{'text': 'Georgia', 'indices': [20, 28]}, {'text': 'Politics', 'indices': [70, 79]}, {'text': 'BidenHarris2020', 'indices': [80, 96]}, {'text': 'BlackVotersMatter', 'indices': [97, 115]}]"
MakeItPlain,"New York, NY",How Black voters in #Georgia could make the difference this election. #Politics #BidenHarris2020 #BlackVotersMatter https://t.co/MJcI5UixEv,3055,21517,143068,12/12/2008 17:26,10/27/2020 2:19,2,"[{'text': 'Georgia', 'indices': [20, 28]}, {'text': 'Politics', 'indices': [70, 79]}, {'text': 'BidenHarris2020', 'indices': [80, 96]}, {'text': 'BlackVotersMatter', 'indices': [97, 115]}]"
cowanjayson,,@HouseGOP Don't worry I am sure the impending impeachment of Amy will proceed very quickly. It will be at least as… https://t.co/O5VerMWEzd,145,5,419,1/8/2020 0:07,10/27/2020 2:18,0,[]
FierceIndepend1,Hall of Justice,#AmyComeyBarrett or #ACB #confirmed along partisan lines. #conservatives win and immediately begin #attacking under… https://t.co/wK4hHYtXtd,1,81,880,7/16/2020 1:01,10/27/2020 2:17,1,"[{'text': 'AmyComeyBarrett', 'indices': [0, 16]}, {'text': 'ACB', 'indices': [20, 24]}, {'text': 'confirmed', 'indices': [25, 35]}, {'text': 'conservatives', 'indices': [58, 72]}, {'text': 'attacking', 'indices': [99, 109]}]"
AlanTonelson,"Riverdale Park, MD ","This sure surprised me:  “[I]n some states, you can submit your ballot, have a change of heart and, and submit a ne… https://t.co/FI8kw8tdVS",957,5023,89859,8/30/2012 1:27,10/27/2020 2:16,1,[]
nationnews,Bangkok Thailand,Election Commission (EC) decided to file criminal charges against former Future Forward Party (FFP) leader Thanatho… https://t.co/TJGzhpVd50,48,506589,134532,1/13/2009 0:19,10/27/2020 2:16,1,[]
hdjr2,"Olympia, WA",🛐 Socialism 🏛 https://t.co/HU0MMAkUI6 A Modern God ⛪ #news #NewsNight #NewsDay #Press #PressBriefing #PressRelease… https://t.co/yynAqx01DH,31,273,8785,6/14/2009 4:03,10/27/2020 2:15,0,"[{'text': 'news', 'indices': [53, 58]}, {'text': 'NewsNight', 'indices': [59, 69]}, {'text': 'NewsDay', 'indices': [70, 78]}, {'text': 'Press', 'indices': [79, 85]}, {'text': 'PressBriefing', 'indices': [86, 100]}, {'text': 'PressRelease', 'indices': [101, 114]}]"
Cagsil,USA,"#Gov man-made separation tool
#Religion man-made separation tool
#Culture man-made separation tool
#Politics man-ma… https://t.co/ZF6q9vYt11",105,6290,473912,2/25/2010 2:10,10/27/2020 2:13,2,"[{'text': 'Gov', 'indices': [0, 4]}, {'text': 'Religion', 'indices': [30, 39]}, {'text': 'Culture', 'indices': [65, 73]}, {'text': 'Politics', 'indices': [99, 108]}]"
jasminegj88,"Denver, CO",#RBG I never saw myself in #politics before this year and yet here I am helping to lead an entire team as we fight… https://t.co/aNmbVBdi6K,4553,3174,7639,5/20/2009 4:51,10/27/2020 2:13,0,"[{'text': 'RBG', 'indices': [0, 4]}, {'text': 'politics', 'indices': [27, 36]}]"
Liberal_Forum,United States of America,NOTE TO ALL #Liberal SCUM:  RUTH BADER GINSBURG IS STILL DEAD #politics  https://t.co/5K9yj09BYu,1127,550,41733,12/18/2013 19:24,10/27/2020 2:12,0,"[{'text': 'Liberal', 'indices': [12, 20]}, {'text': 'politics', 'indices': [62, 71]}]"
8NEWS,"Richmond, Virginia",Barrett confirmation would tilt court conservative for generations https://t.co/I53tDLhPbJ #politics,1582,101743,167976,3/12/2009 13:45,10/27/2020 2:12,0,"[{'text': 'politics', 'indices': [91, 100]}]"
