User,Location,Tweet,Num of Friend,Num of Followers,Total Tweets by user,Account Created at,Tweet Created at,Num of Retweet,hashtags in the tweet
cudaeducation,"New York, NY",WHEN WOMEN RULED THE WORLD: https://t.co/g6UY0LCEEl The queens (female kings) of Egypt and all the circumstances ar… https://t.co/c2ZvN06NQJ,2184,1902,34632,2/26/2010 3:35,10/27/2020 12:58,0,[]
PSuiteNetwork,NJ NYC Philly AC Central NJ,One Week From the Biggest Moment in History Next Week - The Future of American Business and Healthcare will be deci… https://t.co/D2cIYo1BQG,4716,3068,90252,1/7/2011 12:51,10/27/2020 12:58,0,[]
thenewshooked,NY,"Jack Ma is making history again with the Ant IPO, and getting even more wealthy while doing it
#News #Politics… https://t.co/hQFnvCzKTE",1013,1664,15618,12/27/2018 17:37,10/27/2020 12:57,0,"[{'text': 'News', 'indices': [95, 100]}, {'text': 'Politics', 'indices': [101, 110]}]"
EpochTimes,"New York, USA","#BigTech companies have been major financial backers of the #Biden campaign this #Election cycle, according to data… https://t.co/Yadnq8QLhv",89,323112,175950,4/5/2009 23:54,10/27/2020 12:55,75,"[{'text': 'BigTech', 'indices': [0, 8]}, {'text': 'Biden', 'indices': [60, 66]}, {'text': 'Election', 'indices': [81, 90]}]"
CarseySchool,"Durham, New Hampshire",Thank you for the coverage @nhpr! You can read the research brief at https://t.co/MSRlXj2rcV #politics… https://t.co/sNt0tdsuSO,632,3251,3484,2/4/2010 18:40,10/27/2020 12:55,0,"[{'text': 'politics', 'indices': [93, 102]}]"
TheWholeN9nes,The Rotten Apple,"Fighting an Uphill Senate Re-election Battle, #DougJones Does It His Way. #Politics #Democrats #2020Election… https://t.co/JKDnHWPHto",5000,1709,78811,3/23/2011 3:32,10/27/2020 12:54,0,"[{'text': 'DougJones', 'indices': [46, 56]}, {'text': 'Politics', 'indices': [74, 83]}, {'text': 'Democrats', 'indices': [84, 94]}, {'text': '2020Election', 'indices': [95, 108]}]"
MakeItPlain,"New York, NY","Fighting an Uphill Senate Re-election Battle, #DougJones Does It His Way. #Politics #Democrats #2020Election… https://t.co/lx1SX4jOqG",3055,21517,143068,12/12/2008 17:26,10/27/2020 12:54,2,"[{'text': 'DougJones', 'indices': [46, 56]}, {'text': 'Politics', 'indices': [74, 83]}, {'text': 'Democrats', 'indices': [84, 94]}, {'text': '2020Election', 'indices': [95, 108]}]"
SurvivalResorcs,Worldwide,"YOUR MENTAL HEALTH IS AT STAKE...VOTE BY NOVEMBER 3, 2020! #ElectionDay #Elections2020 #Election2020
#JoeBiden… https://t.co/g6WExj9FyV",1843,1822,11924,3/12/2009 5:34,10/27/2020 12:53,0,"[{'text': 'ElectionDay', 'indices': [59, 71]}, {'text': 'Elections2020', 'indices': [72, 86]}, {'text': 'Election2020', 'indices': [87, 100]}, {'text': 'JoeBiden', 'indices': [101, 110]}]"
TheTribune2020,"Washington, DC",👊Welcome to the resistance #democracy #vote #usa #america #freedom #politics #ivoted #democrat #humanrights… https://t.co/Z5WhU5sypW,262,104,645,8/16/2020 15:10,10/27/2020 12:53,0,"[{'text': 'democracy', 'indices': [27, 37]}, {'text': 'vote', 'indices': [38, 43]}, {'text': 'usa', 'indices': [44, 48]}, {'text': 'america', 'indices': [49, 57]}, {'text': 'freedom', 'indices': [58, 66]}, {'text': 'politics', 'indices': [67, 76]}, {'text': 'ivoted', 'indices': [77, 84]}, {'text': 'democrat', 'indices': [85, 94]}, {'text': 'humanrights', 'indices': [95, 107]}]"
mjude17,"Staten Island, NY","It's so true, and from #Politics to #nonprofit I've been incredibly fortunate to have worked for some excellent peo… https://t.co/Sl6FPX8vQ6",502,84,1422,9/2/2015 14:41,10/27/2020 12:50,0,"[{'text': 'Politics', 'indices': [23, 32]}, {'text': 'nonprofit', 'indices': [36, 46]}]"
ShodMinistries,Worldwide,"Most likely to lie: Lawyers or Politicians?

#vote #bethechange  #countdown #readyfor46 #shod #republican #democrat… https://t.co/hS11QJohuF",179,32,216,10/19/2019 17:54,10/27/2020 12:50,0,"[{'text': 'vote', 'indices': [45, 50]}, {'text': 'bethechange', 'indices': [51, 63]}, {'text': 'countdown', 'indices': [65, 75]}, {'text': 'readyfor46', 'indices': [76, 87]}, {'text': 'shod', 'indices': [88, 93]}, {'text': 'republican', 'indices': [94, 105]}, {'text': 'democrat', 'indices': [106, 115]}]"
Sociafy,USA,Proof Polling Data Is Useless &amp; 2020 Election Prediction | Scott Adams | POLITICS | Rubin Report - via:… https://t.co/FyxK9qIFeY,114,39597,5350,9/30/2011 5:59,10/27/2020 12:50,0,[]
Serpentine202,Somewhere in Y'all-land,"@Pamyg
80%

Rating: Problematic
This report was created for @pamg1155

Our analysis has concluded @pamg1155 exhibit… https://t.co/xdLR6L7KNF",36671,35043,282222,10/21/2008 19:52,10/27/2020 12:48,0,[]
KevinJDaniel17,"Watkinsville, GA","Not picking a side, just saying one did not even get a vote. Was argued they shouldn’t bc of election year. The oth… https://t.co/wtrp2YB9su",1214,213,1470,11/6/2013 23:40,10/27/2020 12:47,0,[]
DrumpfB,,"Added to these two weapons of disintegration comes a third and by far the most terrible, the organization of brute… https://t.co/Ad4AfAJHQE",16,2,418,9/4/2020 8:23,10/27/2020 12:47,0,[]
NahBabyNah,"Flyover, State (Ohio)","@JoeBiden IS CONFUSED ON JOE BIDEN'S POSITIONS 

@CNN: Pennsylvania voters ""confused"" over Biden's position on frac… https://t.co/KqiAYf4bo7",129872,164896,647359,8/31/2012 0:01,10/27/2020 12:47,0,[]
GETAnalysis,Global,"#WallSt. Banks know, severe imbalance in #politics is also bad for business https://t.co/HR8tKsIkGv",931,1662,91488,10/16/2012 14:51,10/27/2020 12:46,0,"[{'text': 'WallSt', 'indices': [0, 7]}, {'text': 'politics', 'indices': [41, 50]}]"
DonatesVictoria,,"Good thing the #senate adjourned until November 9th. They were working so hard. Small business owners, workers, and… https://t.co/3CnACHEjQ4",107,6,22,10/17/2020 21:13,10/27/2020 12:46,0,"[{'text': 'senate', 'indices': [15, 22]}]"
eopinion_org,"London, England",In yesterday's Daily eOpinion (https://t.co/TeS3tfmZAI) we asked how closely your political views match those of yo… https://t.co/2CWp8YfHmR,40,575,877,12/21/2016 10:54,10/27/2020 12:46,0,[]
F7C_Ric,Now? Colorado ,"Things that make me wonder, with so many #experts on Twitter in regard to #Politics , why are none of them running… https://t.co/kb20iJjZYP",398,245,5303,4/8/2012 23:26,10/27/2020 12:45,0,"[{'text': 'experts', 'indices': [41, 49]}, {'text': 'Politics', 'indices': [74, 83]}]"
Serpentine202,Somewhere in Y'all-land,"Trump's tax cuts for the rich cut 2.3 TRILLLION $$ over the next 10 years, w/ most of those cuts going to the rich… https://t.co/3T38inE6T7",36671,35043,282222,10/21/2008 19:52,10/27/2020 12:45,3,[]
poandpo,World,"Iran, Pakistan sign MoU to boost border relations https://t.co/riOSFnVk3j #Politics https://t.co/eQQT8822Zi #Iran… https://t.co/rwSQOzBHGB",156,3455,1072210,1/11/2011 10:02,10/27/2020 12:45,0,"[{'text': 'Politics', 'indices': [74, 83]}, {'text': 'Iran', 'indices': [108, 113]}]"
poandpo,World,Canadian parliament to probe government's handling coronavirus pandemic https://t.co/oe8GeqxwtW #Politics… https://t.co/9DmpLLKJuQ,156,3455,1072210,1/11/2011 10:02,10/27/2020 12:45,0,"[{'text': 'Politics', 'indices': [96, 105]}]"
poandpo,World,Tanzania plans acquisition of refrigerated trains for perishable transports https://t.co/o4g3b30lHO #Politics… https://t.co/prwe8ZjH3B,156,3455,1072210,1/11/2011 10:02,10/27/2020 12:45,0,"[{'text': 'Politics', 'indices': [100, 109]}]"
poandpo,World,Ukraine to start clinical trials of coronavirus vaccine https://t.co/vOyCrwBE5m #Politics https://t.co/eQQT8822Zi… https://t.co/3iG77BEdkN,156,3455,1072210,1/11/2011 10:02,10/27/2020 12:45,0,"[{'text': 'Politics', 'indices': [80, 89]}]"
poandpo,World,Japan not to join nuclear ban treaty https://t.co/L80kTUo0vj #Politics https://t.co/eQQT8822Zi #Japan #not #to… https://t.co/AIrLeWwhKy,156,3455,1072210,1/11/2011 10:02,10/27/2020 12:45,0,"[{'text': 'Politics', 'indices': [61, 70]}, {'text': 'Japan', 'indices': [95, 101]}, {'text': 'not', 'indices': [102, 106]}, {'text': 'to', 'indices': [107, 110]}]"
TakeCharge123,"Illinois, USA",#AOC #Biden #Politics  AOC on Why Sceptical Progressives Should Vote for Biden | Now This 👉 https://t.co/56A5JdRNZf,2419,1285,23333,1/10/2017 4:30,10/27/2020 12:42,0,"[{'text': 'AOC', 'indices': [0, 4]}, {'text': 'Biden', 'indices': [5, 11]}, {'text': 'Politics', 'indices': [12, 21]}]"
GETAnalysis,Global,The #COVID19 #infections are worse in '#Trump Country' because the virus doesn't care for #Trump/#Republican denial… https://t.co/ce3ZpL8mpS,931,1662,91488,10/16/2012 14:51,10/27/2020 12:42,0,"[{'text': 'COVID19', 'indices': [4, 12]}, {'text': 'infections', 'indices': [13, 24]}, {'text': 'Trump', 'indices': [39, 45]}, {'text': 'Trump', 'indices': [90, 96]}, {'text': 'Republican', 'indices': [97, 108]}]"
GlobalMediaBuzz,"Manhattan, NY",In defense of the newspaper endorsement https://t.co/X1t1l9yxie via @cjr #media #newsmedia #newspapers #politics… https://t.co/Cq6oldvO4C,2328,2414,70798,7/29/2010 14:03,10/27/2020 12:42,0,"[{'text': 'media', 'indices': [73, 79]}, {'text': 'newsmedia', 'indices': [80, 90]}, {'text': 'newspapers', 'indices': [91, 102]}, {'text': 'politics', 'indices': [103, 112]}]"
SirStevenRice,"Charlotte, NC",One week left to use your voice/power! GO VOTE! 💙🗳 #voting #vote #election #elections #politics #democracy… https://t.co/iEbVY3NlNr,2264,747,4748,6/12/2011 23:09,10/27/2020 12:40,0,"[{'text': 'voting', 'indices': [51, 58]}, {'text': 'vote', 'indices': [59, 64]}, {'text': 'election', 'indices': [65, 74]}, {'text': 'elections', 'indices': [75, 85]}, {'text': 'politics', 'indices': [86, 95]}, {'text': 'democracy', 'indices': [96, 106]}]"
IABCPHILLY,Philadelphia/Delaware Region,Last chance to register for tomorrow's webinar Reconnecting in a Politically Charged Media Environment. Our present… https://t.co/yVsLtXbgiE,451,743,1375,6/19/2009 15:01,10/27/2020 12:40,0,[]
djanthonystyles,"Tampa,FL","A CIA Officer Visits Moscow, Returns With Mysterious, Crippling Headaches https://t.co/E1PWsV3XXQ #world #news #politics",16,15504,9840,3/20/2009 2:22,10/27/2020 12:40,0,"[{'text': 'world', 'indices': [98, 104]}, {'text': 'news', 'indices': [105, 110]}, {'text': 'politics', 'indices': [111, 120]}]"
mx24gh,,LIVE: Catch Mx24 News as we give you the full stories making waves. #mx24news #currentaffairs #news #politics… https://t.co/O1uFGCgxqL,0,1706,476,6/16/2020 8:12,10/27/2020 12:39,1,"[{'text': 'mx24news', 'indices': [68, 77]}, {'text': 'currentaffairs', 'indices': [78, 93]}, {'text': 'news', 'indices': [94, 99]}, {'text': 'politics', 'indices': [100, 109]}]"
nairapark,Lagos - Nigeria,#news #politics - Lekki shootings: Outburst on Twitter as Lagos swears panel members to secrecy https://t.co/yHUIE7WFye,200,6184,1164295,7/21/2010 0:56,10/27/2020 12:38,0,"[{'text': 'news', 'indices': [0, 5]}, {'text': 'politics', 'indices': [6, 15]}]"
RawsiWilliams,888-729-7452,"Listen to """"The Christian and Police Brutality"""" by Rawsi Williams on #DailyFireDevotion podcast.… https://t.co/SdZNwbIM0H",0,70,34,5/16/2011 1:41,10/27/2020 12:36,0,"[{'text': 'DailyFireDevotion', 'indices': [70, 88]}]"
chatty_chimp,United Kingdom,"We can’t have MP’s running around, telling their constituents the truth. Can you imagine the chaos if they actually… https://t.co/bdhebxvc2F",3464,1549,3730,7/3/2018 17:49,10/27/2020 12:36,0,[]
politicalmem,,"Online Platform For Political Members.
https://t.co/TBCSlhfusx
#politicalmembers #politicalupdates  #politicalnews… https://t.co/6Ave18Uswm",197,100,988,12/30/2017 5:11,10/27/2020 12:35,0,"[{'text': 'politicalmembers', 'indices': [63, 80]}, {'text': 'politicalupdates', 'indices': [81, 98]}, {'text': 'politicalnews', 'indices': [100, 114]}]"
ActivistBowen2,Hong Kong,"update: RAW STORY: MSNBC’s Morning Joe can’t wait for Democrats to throw MCCONNELL’s words back in his face
(Octobe… https://t.co/j45opTJeWU",4823,3678,197323,6/8/2011 20:17,10/27/2020 12:35,0,[]
spacefirefilms,"Austin, TX","Change anything in politics with Benjamin Redic

DONATE!! Share!!

CASH App:
$SpaceFireFilms

PayPal: (""Send as fri… https://t.co/Llc10LGEMo",56,66,666,2/27/2016 22:40,10/27/2020 12:35,0,[]
Motwani_Dhiraj,"Nashik, Maharashtra","The economy is bad but for whom? 

#politicalperson do not lose their pay, their privileges, their homes.

Official… https://t.co/j02e7Xxpt9",362,141,1227,1/13/2013 5:44,10/27/2020 12:34,0,"[{'text': 'politicalperson', 'indices': [35, 51]}]"
newagetvshow,Africa,"Finally president buhari's burial video exposed by UK Journalist
Watch here https://t.co/EAuyG00cIW

#Policy… https://t.co/aDhiHekUiy",56,10,84,4/15/2020 23:13,10/27/2020 12:34,2,"[{'text': 'Policy', 'indices': [101, 108]}]"
NYCTastemakers,New York City,Judge Amy Coney Barrett has been successfully confirmed to the Supreme Court. To read this Politics article by Lesl… https://t.co/JSeTBLpP0T,231,184,7587,4/27/2011 18:26,10/27/2020 12:34,0,[]
edcolemangolf,"So. Burlington, VT",I’m gonna miss all the political ads. #vt #Politics #ElectionTwitter,1575,468,12625,1/7/2011 14:59,10/27/2020 12:31,0,"[{'text': 'vt', 'indices': [38, 41]}, {'text': 'Politics', 'indices': [42, 51]}, {'text': 'ElectionTwitter', 'indices': [52, 68]}]"
DrewBoylhart,"Albany, NY former Buffalo, NY",It's strange how #biden2020  doesn't deny #Bobulinski. Because they don't think they have done anything wrong. This… https://t.co/dKyAr3SkUO,1008,3868,64945,8/1/2013 13:40,10/27/2020 12:31,0,"[{'text': 'biden2020', 'indices': [17, 27]}, {'text': 'Bobulinski', 'indices': [42, 53]}]"
PoliticsPollss,,When do you expect lockdowns and other coronavirus restrictions to come to an end? #Lockdown #Restrictions #Coronavirus #Politics,5280,4855,3629,5/14/2017 20:12,10/27/2020 12:31,25,"[{'text': 'Lockdown', 'indices': [83, 92]}, {'text': 'Restrictions', 'indices': [93, 106]}, {'text': 'Coronavirus', 'indices': [107, 119]}, {'text': 'Politics', 'indices': [120, 129]}]"
EricStoffle,,Midnight Hour https://t.co/pRdHFd6wuE follows up where Midnight Hour left off https://t.co/scrue6RLoF. Political le… https://t.co/6gyQd74apW,11264,21710,144451,9/25/2010 15:41,10/27/2020 12:30,0,[]
PoliticsPollss,,"How committed do you think the UK government are, if at all, to reducing regional inequalities across the country?… https://t.co/LoVsQ1RRZJ",5280,4855,3629,5/14/2017 20:12,10/27/2020 12:30,12,[]
wear_revolution,,"Send #Trump to #Mars GO &amp; #VOTE. The date is #nov3rd! 
#nov3rd2020 #politicsasusual #politicsnation #politicstoday… https://t.co/E59ZGtq3oX",4,2,17,10/1/2020 13:52,10/27/2020 12:29,0,"[{'text': 'Trump', 'indices': [5, 11]}, {'text': 'Mars', 'indices': [15, 20]}, {'text': 'VOTE', 'indices': [30, 35]}, {'text': 'nov3rd', 'indices': [49, 56]}, {'text': 'nov3rd2020', 'indices': [59, 70]}, {'text': 'politicsasusual', 'indices': [71, 87]}, {'text': 'politicsnation', 'indices': [88, 103]}, {'text': 'politicstoday', 'indices': [104, 118]}]"
EinsteinsAttic,UK,Hmm. I wonder if Alex knows the artist in question is a @Conservatives councillor in @RBKC?… https://t.co/abvTC1XuKv,594,2297,50947,5/8/2011 2:04,10/27/2020 12:29,17,[]
MayorSackJones,,#Trump ran &amp; didn't want to win but them rallies kept him in the race. He won but didn't want to lead so he spent m… https://t.co/QLcxPOGwvF,1393,1318,4512,7/28/2012 19:35,10/27/2020 12:27,0,"[{'text': 'Trump', 'indices': [0, 6]}]"
CSteveSimms,"Nashville, Tennessee, USA","After this election, we need to pick off the poli-ticks! #ElectionDay #ElectionTwitter #Elections2020… https://t.co/JMTav7EGD6",4048,4394,38692,2/13/2009 11:59,10/27/2020 12:27,0,"[{'text': 'ElectionDay', 'indices': [57, 69]}, {'text': 'ElectionTwitter', 'indices': [70, 86]}, {'text': 'Elections2020', 'indices': [87, 101]}]"
CreativeConstr,"Berlin, Germany",Facebook election 2020: Mark Zuckerberg online registration drive signs up record 4.4 million voters #facebook… https://t.co/hiDdi8cucD,1028,1349,12380,5/2/2011 16:19,10/27/2020 12:26,0,"[{'text': 'facebook', 'indices': [101, 110]}]"
ChristinaLCraig,,.@realDonaldTrump easily won #swingstate #Wisconsin in 2016 but could lose it in #Election2020. Former @MittRomney… https://t.co/BptRfvBcmm,208,24,30,1/30/2020 18:08,10/27/2020 12:26,0,"[{'text': 'swingstate', 'indices': [29, 40]}, {'text': 'Wisconsin', 'indices': [41, 51]}, {'text': 'Election2020', 'indices': [81, 94]}]"
RehanaThowfeek,,So you scrap a $1.5 billion LRT project that would have helped several 1000s of people who commute daily in the con… https://t.co/wOen70cGmq,437,1799,9547,10/11/2013 18:42,10/27/2020 12:25,34,[]
Debashish80,Dhenkanal,"@BCCI We need Rohit Sharma
@ImRo45 @mipaltan 
#Politics in BCCI https://t.co/YEeNHBRMo6",103,4,9,7/10/2020 14:27,10/27/2020 12:24,1,"[{'text': 'Politics', 'indices': [46, 55]}]"
robinsnewswire,RT's Are FYI Purposes Only,"""#Politics Today News: New voters and #Trump antipathy converge to make Sun Belt competitive — maybe for real this… https://t.co/zmx6eXolV9",17254,24479,1659129,5/15/2009 4:16,10/27/2020 12:24,0,"[{'text': 'Politics', 'indices': [1, 10]}, {'text': 'Trump', 'indices': [38, 44]}]"
khateeb321,"Hamburg, Germany","In Election Hail Mary, Jared Kushner Tells Black People They’re Lazy and Unambitious https://t.co/UTq6hWPH2G #politics",2805,2674,50364,2/20/2010 19:23,10/27/2020 12:23,0,"[{'text': 'politics', 'indices': [109, 118]}]"
CSteveSimms,"Nashville, Tennessee, USA",Nations cease to exist. People are eternal. Love them more than governments. #politics #PoliticalParties… https://t.co/Jyosreelew,4048,4394,38692,2/13/2009 11:59,10/27/2020 12:22,1,"[{'text': 'politics', 'indices': [77, 86]}, {'text': 'PoliticalParties', 'indices': [87, 104]}]"
Artist_CJP,,"These graphs show the impact of voter's preferences on policy. In a perfect democracy, this would be a 45 degree li… https://t.co/CasOOjTPnJ",0,0,1,9/30/2020 2:11,10/27/2020 12:21,0,[]
tplusr,Everywhere ,"Really good #podcast. 

Why #SuburbanWomen Changed Their Minds https://t.co/zulL0yN6Be #politics",367,466,25096,11/26/2007 4:07,10/27/2020 12:20,0,"[{'text': 'podcast', 'indices': [12, 20]}, {'text': 'SuburbanWomen', 'indices': [28, 42]}, {'text': 'politics', 'indices': [87, 96]}]"
beaune_lelie,"Tbilisi, Georgia","🇦🇲🇦🇿🇷🇺🇹🇷 How Turkey challenges Russia in the Caucasus – International relations via @ips_journal 
*
*
*
#Armenia… https://t.co/7XhYBfnoiI",1697,234,966,2/21/2015 17:09,10/27/2020 12:20,0,"[{'text': 'Armenia', 'indices': [104, 112]}]"
h24news_au,Sydney,Newly elected Lord Mayor Basil Zempilas wants free weekend parking across City of Perth-owned bays this holiday per… https://t.co/EhOunDeHT2,10,71,9557,4/6/2020 9:58,10/27/2020 12:19,0,[]
Alpenache,Portugal,is this for real? Are we living in 2020 in Portugal? Fire politician-clown so-called environment minister Joao Pedr… https://t.co/v2LKMR13sG,345,191,413,3/16/2010 15:15,10/27/2020 12:19,0,[]
MuckPodcast,South Florida,It wouldn't be a week before the 2020 Presidential election without diving into someone from the current administra… https://t.co/vkLTWFSCOa,229,110,709,12/7/2019 18:34,10/27/2020 12:18,0,[]
MattDeSantis80,"Fairfax, VA","First episode of my pod @FromTheSwampPod dropped this morning. Make sure to check it out, subscribe, rate, and shar… https://t.co/1q71fjHoXF",227,214,1134,6/23/2011 19:35,10/27/2020 12:18,0,[]
PoliticsITN,,"Xi Focus: A meal of meat, Xi's earnest hope of ending China's poverty https://t.co/Mxjx4hpEmG #China #xijinping… https://t.co/zFIgu6u4n4",28,35,7829,7/8/2020 21:59,10/27/2020 12:16,0,"[{'text': 'China', 'indices': [94, 100]}, {'text': 'xijinping', 'indices': [101, 111]}]"
jo_neys,Belgium,"And I thought Belgian politicians were imbeciles, i think we have a winnere here! ⬇️ #politics #incompetence… https://t.co/RWCacADN5o",336,83,8816,6/10/2013 23:28,10/27/2020 12:14,0,"[{'text': 'politics', 'indices': [85, 94]}, {'text': 'incompetence', 'indices': [95, 108]}]"
POTUSNetwork,"Washington, DC",A Trump win or a disputed result are Canadians' worst fears - The Guardian #Politics #POTUS #Trump https://t.co/ctVzmooTRC,372,220,74898,3/17/2018 21:12,10/27/2020 12:13,1,"[{'text': 'Politics', 'indices': [75, 84]}, {'text': 'POTUS', 'indices': [85, 91]}, {'text': 'Trump', 'indices': [92, 98]}]"
LincolnMitchell,New York City & San Francisco,"In today’s #MitchellMinute I note that if #JoeBiden wins many, including #GOP leadership, will ask what he will do… https://t.co/wYq7yFZRBD",1412,3107,21834,5/12/2010 20:43,10/27/2020 12:13,0,"[{'text': 'MitchellMinute', 'indices': [11, 26]}, {'text': 'JoeBiden', 'indices': [42, 51]}, {'text': 'GOP', 'indices': [73, 77]}]"
vsalgotra,"Mumbai, India",Elections: Who should monitor/control the freebies that political parties announces during election campaigns. Afte… https://t.co/ZIFzc0ddlq,3511,1221,3006,11/9/2009 14:18,10/27/2020 12:12,0,[]
time8news,"Guwahati, India","AASU said while Congress had done nothing to implement Assam Accord, BJP has brought the Citizenship Amendment Act… https://t.co/Xlu0ZnbBx7",211,14637,30521,6/24/2017 7:32,10/27/2020 12:12,1,[]
DonaldJans,"Portland, OR",Our confirmed #supremecourt  is like society being punished and sent to live with its bitter #trumpvoting aunt for… https://t.co/JcFT1SxI2t,278,10798,4840,4/15/2014 20:22,10/27/2020 12:10,1,"[{'text': 'supremecourt', 'indices': [14, 27]}, {'text': 'trumpvoting', 'indices': [93, 105]}]"
CosmicSh0w,in your favorite podcast app,Is what you argue about really the reason for the argument? Cosmic Dynamics #38 https://t.co/GOv2YTns1z… https://t.co/ndij6Fln8W,317,588,882,8/25/2014 6:54,10/27/2020 12:10,0,[]
itsWriteNow100,,"It's a quick read that'll make you laugh and then quietly reflect on the state of the world, as great satires do.… https://t.co/rq0CdW2xRQ",15659,14393,43123,8/1/2007 21:56,10/27/2020 12:10,0,[]
AlexComLtd,"Pensnett Estate, Dudley, UK","The #BigOil #SideHustle: Where ' #Renewable ' Money Is Really Going

https://t.co/WhKKQrs1qf

#energy #politics… https://t.co/VCP6Hy35l7",2897,1333,13922,11/19/2014 11:39,10/27/2020 12:10,0,"[{'text': 'BigOil', 'indices': [4, 11]}, {'text': 'SideHustle', 'indices': [12, 23]}, {'text': 'Renewable', 'indices': [33, 43]}, {'text': 'energy', 'indices': [94, 101]}, {'text': 'politics', 'indices': [102, 111]}]"
PoliticsITN,,Canadian tech executives say Ottawa needs ambitious innovation plan instead of 'patchwork' https://t.co/bRM23f9tVw… https://t.co/tyoZDaiJl1,28,35,7829,7/8/2020 21:59,10/27/2020 12:09,0,[]
gmoga,Bucharest,[pe blog] The Guardian: “Why Israel is quietly cosying up to Gulf monarchies” – https://t.co/jwGGJSXiZh #links #middle east #politics,112,191,9873,2/18/2010 19:11,10/27/2020 12:09,0,"[{'text': 'links', 'indices': [104, 110]}, {'text': 'middle', 'indices': [111, 118]}, {'text': 'politics', 'indices': [124, 133]}]"
POTUSNetwork,"Washington, DC",Dow Crashes 800 Points as Trump's Polling Bump Spooks Stock Market - https://t.co/ApCDoY0dKe #Government #Politics… https://t.co/O4GYk777tU,372,220,74898,3/17/2018 21:12,10/27/2020 12:07,0,"[{'text': 'Government', 'indices': [93, 104]}, {'text': 'Politics', 'indices': [105, 114]}]"
newscompare,,Compare the news side-by-side to see who's telling the whole story. Comment on bias or under-reporting. Share to su… https://t.co/B4UVWlDwIS,232,2391,9442,5/19/2017 14:55,10/27/2020 12:07,0,[]
SteveKlinko,"Titusville, FL","Search: ""Sympathy For The Liberal"". Get the whole set (1 through 8). What really is the Nature of their Game?… https://t.co/JdCRcnuRMH",4975,1276,49650,4/30/2016 14:17,10/27/2020 12:07,0,[]
sac_isin,India,How the RIL-Future-Amazon tussle affects fortunes of minority shareholders - Mint #politics https://t.co/5nuBhhqLYT https://t.co/vDrDde85Ai,499,886,17442,2/12/2009 13:49,10/27/2020 12:07,0,"[{'text': 'politics', 'indices': [82, 91]}]"
sac_isin,India,"""Hurt Sentiments"": 3 Leaders Quit Mehbooba Mufti's Party Over Her Remarks - NDTV #politics https://t.co/is4qscRgjL https://t.co/LTNwSc0hfV",499,886,17442,2/12/2009 13:49,10/27/2020 12:07,0,"[{'text': 'politics', 'indices': [81, 90]}]"
BobRat91,"Kokomo, IN ",Cyber bullying is only an issue when its not during an election....#Politics #ElectionTwitter,415,148,3674,9/14/2009 4:22,10/27/2020 12:06,0,"[{'text': 'Politics', 'indices': [67, 76]}, {'text': 'ElectionTwitter', 'indices': [77, 93]}]"
PPFAmerica,,"One Week Out: The Race the House https://t.co/jwfTiymnWs via @PPFAmerica 
#Politics #Election2020 #Congress",71,110,1632,7/20/2015 20:33,10/27/2020 12:05,0,"[{'text': 'Politics', 'indices': [74, 83]}, {'text': 'Election2020', 'indices': [84, 97]}, {'text': 'Congress', 'indices': [98, 107]}]"
EXDE601E,Bucharest,The Guardian: “Why Israel is quietly cosying up to Gulf monarchies” https://t.co/R0hsWRQ8BN (by me) #links #middle east #politics,341,218,28332,11/3/2008 18:56,10/27/2020 12:04,0,"[{'text': 'links', 'indices': [100, 106]}, {'text': 'middle', 'indices': [107, 114]}, {'text': 'politics', 'indices': [120, 129]}]"
CupOfJoeCanada,,1 week away from the residential election... it's worth a reminder that... elections matter:… https://t.co/lGK6KO9Br5,147,229,32119,8/31/2014 13:29,10/27/2020 12:04,0,[]
SanghaDr,,A notable emphasis on realistic issues based analysis in #primefocus by #GurpreetSandhawalia &amp; #parmvirbaath on… https://t.co/uI1V0nfrlZ,801,1362,14288,9/8/2013 16:05,10/27/2020 12:04,0,"[{'text': 'primefocus', 'indices': [57, 68]}, {'text': 'GurpreetSandhawalia', 'indices': [72, 92]}, {'text': 'parmvirbaath', 'indices': [99, 112]}]"
JimHeaney,"Buffalo, New York",New this morning: 'Money In Politics' from @ipostnews details largest donors from #WNY to @JoeBiden. With companion… https://t.co/Ara1DlclTO,367,3293,6140,12/1/2008 2:49,10/27/2020 12:03,0,"[{'text': 'WNY', 'indices': [82, 86]}]"
ElectoralColl13,"Blue Hill, Maine","What??? #Facebook rejected our attempt to boost this post because it ""violates"" its restrictions for ads abt social… https://t.co/huXWkoa8Tz",559,31,26,9/4/2019 15:23,10/27/2020 12:02,1,"[{'text': 'Facebook', 'indices': [8, 17]}]"
ArthurBenta,,"The catastrophic policy of the central banks will only create zombie companies and billionaires wealthier.
#economy… https://t.co/DeX2Vc2mRs",423,71,10,11/14/2017 9:47,10/27/2020 12:01,0,"[{'text': 'economy', 'indices': [107, 115]}]"
gibbonape,UK EU ,"Britons are weary of angry, divisive politics. Where is that still small voice of calm?   #politics #government  https://t.co/J1ayjDbgYj",1166,648,100293,4/28/2009 13:24,10/27/2020 12:01,0,"[{'text': 'politics', 'indices': [90, 99]}, {'text': 'government', 'indices': [100, 111]}]"
